stem,storage_day,pred_class,area_um2,circularity,sum_I,npix,I_bg,dry_mass_pg
20110526_2,15,1,111.756,0.8925,368271.0,5382.0,16.0,55.7227914530475
20110526_2,15,1,73.881,0.8443,232775.0,3558.0,16.0,35.220999699903416
20110526_2,15,1,69.749,0.9042,280505.0,3359.0,16.0,42.442987953265636
20110526_2,15,1,92.86,0.8617,261516.0,4472.0,16.0,39.56977749981717
20110526_2,15,1,84.845,0.9034,315994.0,4086.0,16.0,47.81280025419946
20110526_2,15,4,62.772,0.8746,302647.0,3023.0,16.0,45.79327632338812
20110526_2,15,1,81.273,0.9049,336239.0,3914.0,16.0,50.87605506646257
20110526_2,15,1,96.889,0.9025,343975.0,4666.0,16.0,52.046583059926014
20110526_2,15,1,74.836,0.8689,258321.0,3604.0,16.0,39.086344596622276
20110526_2,15,1,84.284,0.8772,310331.0,4059.0,16.0,46.95593623830191
20110526_2,15,1,133.891,0.6402,536274.0,6448.0,16.0,81.14319146414351
20110526_2,15,1,39.536,0.7358,136924.0,1904.0,16.0,20.717861294853723
20110526_2,15,1,81.087,0.8172,505923.0,3905.0,16.0,76.55080584759634
20110526_2,15,1,72.531,0.8435,227882.0,3493.0,16.0,34.480643770221846
20110526_2,15,1,49.109,0.6939,182329.0,2365.0,16.0,27.588055651524822
20110526_2,15,1,39.951,0.652,136776.0,1924.0,16.0,20.695467532827795
20110526_3,15,4,36.421,0.7414,164328.0,1754.0,43.0,24.864338690519727
20110526_3,15,1,94.874,0.8637,202509.0,4569.0,43.0,30.641475365600865
20110526_3,15,1,167.883,0.485,395146.0,8085.0,43.0,59.78922628039109
20110526_3,15,1,169.254,0.5486,456802.0,8151.0,43.0,69.11834649303096
20110526_3,15,1,98.114,0.849,211458.0,4725.0,43.0,31.9955414221552
20110526_3,15,1,73.362,0.8401,172279.0,3533.0,43.0,26.067398162601915
20110526_3,15,1,136.674,0.6308,401417.0,6582.0,43.0,60.7380862916384
20110526_3,15,1,102.059,0.8747,236262.0,4915.0,43.0,35.74861489033866
20110526_3,15,1,99.879,0.8984,181031.0,4810.0,43.0,27.391656306189308
20110526_3,15,1,83.744,0.8733,181439.0,4033.0,43.0,27.45339046096349
20110526_3,15,1,101.415,0.8808,256831.0,4884.0,43.0,38.8608938843342
20110526_3,15,1,165.101,0.4449,650119.0,7951.0,43.0,98.36898766577815
20110526_3,15,1,88.915,0.8469,265201.0,4282.0,43.0,40.127351912422235
20110526_3,15,1,47.572,0.7451,109891.0,2291.0,43.0,16.627519613455423
20110526_3,15,1,184.205,0.583,425964.0,8871.0,43.0,64.45227329468224
20110526_3,15,1,82.602,0.8908,239116.0,3978.0,43.0,36.18045135535219
20110526_3,15,1,77.598,0.8529,207925.0,3737.0,43.0,31.460966008387576
20110526_3,15,1,93.836,0.8886,228476.0,4519.0,43.0,34.57052143673132
20110526_3,15,1,98.882,0.8626,292838.0,4762.0,43.0,44.30908435235879
20110526_3,15,1,90.472,0.8544,237192.0,4357.0,43.0,35.88933244901511
20110526_3,15,1,172.473,0.3771,496352.0,8306.0,43.0,75.10262546685195
20110526_3,15,1,82.249,0.8851,259206.0,3961.0,43.0,39.22025324116922
20110526_3,15,1,85.385,0.8836,203414.0,4112.0,43.0,30.778410194205367
20110526_3,15,1,90.991,0.9059,209785.0,4382.0,43.0,31.74240112574047
20110526_3,15,1,91.469,0.8753,223562.0,4405.0,43.0,33.82698801378931
20110526_3,15,1,177.747,0.4719,516380.0,8560.0,43.0,78.13304618209055
20110526_3,15,1,96.66,0.8976,227569.0,4655.0,43.0,34.43328398972106
20110526_3,15,1,95.975,0.8751,212723.0,4622.0,43.0,32.18694756379575
20110526_3,15,1,99.983,0.8716,251576.0,4815.0,43.0,38.06576402321084
20110526_3,15,1,151.5,0.7859,486234.0,7296.0,43.0,73.57167895213334
20110526_3,15,1,106.316,0.5454,319246.0,5120.0,43.0,48.3048577819584
20110526_3,15,1,103.284,0.8804,243929.0,4974.0,43.0,36.908702548803525
20110526_3,15,3,40.927,0.7923,231901.0,1971.0,43.0,35.08875545658813
20110526_3,15,1,100.792,0.8661,269041.0,4854.0,43.0,40.70837925147338
20110526_3,15,1,88.417,0.8729,243536.0,4258.0,43.0,36.849238032072506
20110526_3,15,1,112.088,0.8845,278117.0,5398.0,43.0,42.08166157679321
20110526_3,15,1,100.564,0.8891,274898.0,4843.0,43.0,41.594597252729244
20110526_3,15,1,65.721,0.6898,205240.0,3165.0,43.0,31.054700798660413
20110526_5,15,1,98.633,0.8669,187020.0,4750.0,43.0,28.297847122225054
20110526_5,15,1,174.217,0.6646,376681.0,8390.0,43.0,56.995301849250644
20110526_5,15,1,181.962,0.5554,603694.0,8763.0,43.0,91.3444579221716
20110526_5,15,1,86.029,0.8814,164472.0,4143.0,43.0,24.88612721573414
20110526_5,15,1,81.128,0.877,166893.0,3907.0,43.0,25.252446795901538
20110526_5,15,1,92.383,0.8789,162756.0,4449.0,43.0,24.626480623595665
20110526_5,15,1,97.927,0.8939,207619.0,4716.0,43.0,31.414665392306937
20110526_5,15,1,149.32,0.732,352143.0,7191.0,43.0,53.28247662903271
20110526_5,15,1,105.361,0.8832,204153.0,5074.0,43.0,30.890227695132133
20110526_5,15,1,197.743,0.6429,546736.0,9523.0,43.0,82.72618834465212
20110526_5,15,1,106.191,0.8793,236569.0,5114.0,43.0,35.79506681562217
20110526_5,15,1,77.411,0.8961,221671.0,3728.0,43.0,33.5408623111472
20110526_5,15,1,93.192,0.8856,203533.0,4488.0,43.0,30.79641598934783
20110526_5,15,1,62.294,0.8351,120952.0,3000.0,43.0,18.30115070648789
20110526_5,15,3,56.086,0.817,191253.0,2701.0,43.0,28.938338978007213
20110526_5,15,1,134.39,0.7038,314331.0,6472.0,43.0,47.56117304981351
20110526_5,15,1,122.035,0.768,353087.0,5877.0,43.0,53.42531251654945
20110526_5,15,3,65.015,0.8168,187854.0,3131.0,43.0,28.42403899742522
20110526_5,15,1,98.591,0.7115,240950.0,4748.0,43.0,36.45795243343026
20110526_5,15,1,177.705,0.5984,424063.0,8558.0,43.0,64.16463450001135
20110526_5,15,1,77.058,0.8966,181086.0,3711.0,43.0,27.399978312347592
20110526_5,15,1,89.683,0.8662,228141.0,4319.0,43.0,34.51983285376723
20110526_5,15,1,97.948,0.8683,175290.0,4717.0,43.0,26.522990172467274
20110526_5,15,1,150.379,0.7402,440846.0,7242.0,43.0,66.70405685191116
20110526_5,15,1,46.015,0.7555,127682.0,2216.0,43.0,19.31946164185616
20110526_5,15,1,74.359,0.8644,180317.0,3581.0,43.0,27.283621535334486
20110526_5,15,1,36.359,0.7038,87082.0,1751.0,43.0,13.17630800501338
20110526_5,15,3,150.379,0.4403,420183.0,7242.0,43.0,63.57755479284509
20110526_5,15,3,53.283,0.679,249967.0,2566.0,43.0,37.822307515780295
20110526_5,15,1,147.555,0.6604,424821.0,7106.0,43.0,64.2793268757928
20110526_5,15,1,88.645,0.8626,198002.0,4269.0,43.0,29.959524788230166
20110526_5,15,1,91.677,0.8981,222219.0,4415.0,43.0,33.62377975432429
20110526_5,15,1,181.817,0.4492,467488.0,8756.0,43.0,70.7352366349842
20110526_5,15,1,65.056,0.8872,177211.0,3133.0,43.0,26.81365515119572
20110526_5,15,1,97.387,0.888,224173.0,4690.0,43.0,33.91943793674771
20110526_5,15,3,155.528,0.5172,485053.0,7490.0,43.0,73.39298278353453
20110526_5,15,4,62.087,0.9215,240539.0,2990.0,43.0,36.39576435104744
20110526_5,15,1,92.03,0.8792,249799.0,4432.0,43.0,37.79688756969681
20110526_5,15,3,65.887,0.6826,228110.0,3173.0,43.0,34.51514226847801
20110526_5,15,1,88.271,0.8805,228094.0,4251.0,43.0,34.512721321231965
20110526_5,15,1,100.792,0.8888,270687.0,4854.0,43.0,40.9574341994104
20110526_5,15,1,92.59,0.8819,293166.0,4459.0,43.0,44.35871377090274
20110526_5,15,1,84.554,0.8825,227542.0,4072.0,43.0,34.42919864124336
20110526_5,15,1,71.535,0.89,185990.0,3445.0,43.0,28.141998643260816
20110526_5,15,2,45.537,0.9125,209737.0,2193.0,43.0,31.735138284002335
20110526_6,15,1,53.49,0.7125,108490.0,2576.0,52.0,16.415535420223485
20110526_6,15,4,72.303,0.8644,196514.0,3482.0,52.0,29.734376694347844
20110526_6,15,1,80.962,0.8734,145601.0,3899.0,52.0,22.03077124822527
20110526_6,15,1,62.814,0.8215,156334.0,3025.0,52.0,23.654772922713782
20110526_6,15,1,84.554,0.8758,159018.0,4072.0,52.0,24.06088682323807
20110526_6,15,1,105.049,0.8819,169901.0,5059.0,52.0,25.707584878158265
20110526_6,15,1,35.03,0.7023,73048.0,1687.0,52.0,11.052834651824917
20110526_6,15,4,60.135,0.8652,142711.0,2896.0,52.0,21.593487651908138
20110526_6,15,1,86.423,0.8951,160409.0,4162.0,52.0,24.27135792444123
20110526_6,15,1,25.956,0.7084,56605.0,1250.0,52.0,8.56485742890359
20110526_6,15,1,90.14,0.8879,153286.0,4341.0,52.0,23.19358247234194
20110526_6,15,1,94.916,0.8865,161117.0,4571.0,52.0,24.378484840078784
20110526_6,15,1,93.442,0.9015,173992.0,4500.0,52.0,26.32659082713176
20110526_6,15,1,90.472,0.8887,185653.0,4357.0,52.0,28.091007441890962
20110526_6,15,1,100.19,0.8654,166737.0,4825.0,52.0,25.228842560252588
20110526_6,15,1,176.169,0.4376,424534.0,8484.0,52.0,64.23590113456684
20110526_6,15,1,84.7,0.8876,193463.0,4079.0,52.0,29.27273231636737
20110526_6,15,1,195.667,0.4774,444534.0,9423.0,52.0,67.26208519212487
20110526_6,15,1,100.149,0.8918,222508.0,4823.0,52.0,33.66750811395601
20110526_6,15,1,104.343,0.8762,219239.0,5025.0,52.0,33.17287832974815
20110526_6,15,1,92.549,0.8898,389562.0,4457.0,52.0,58.94431569152089
20110526_6,15,1,61.734,0.8279,139644.0,2973.0,52.0,21.129422326681613
20110526_6,15,1,94.563,0.797,202557.0,4554.0,52.0,30.648738207339
20110526_6,15,1,91.427,0.8897,223359.0,4403.0,52.0,33.7962722456051
20110526_6,15,1,95.788,0.8936,184630.0,4613.0,52.0,27.93621812734687
20110526_6,15,1,31.895,0.6616,85403.0,1536.0,52.0,12.922259853381384
20110526_6,15,1,85.281,0.8765,186232.0,4107.0,52.0,28.17861547035727
20110526_6,15,1,85.489,0.9003,222706.0,4117.0,52.0,33.69746733612583
20110526_6,15,1,179.865,0.5081,647887.0,8662.0,52.0,98.03126552495469
20110526_6,15,1,83.848,0.8884,178082.0,4038.0,52.0,26.945445466902374
20110526_6,15,1,151.749,0.7867,487883.0,7308.0,52.0,73.821187827679
20110526_6,15,1,79.218,0.871,179016.0,3815.0,52.0,27.086768262390333
20110526_6,15,1,93.774,0.8981,238554.0,4516.0,52.0,36.09541558333481
20110526_6,15,1,191.721,0.5032,481161.0,9233.0,52.0,72.80408736593375
20110526_6,15,1,93.795,0.9007,260031.0,4517.0,52.0,39.345083333543485
20110526_6,15,1,90.493,0.9027,251075.0,4358.0,52.0,37.989958112569006
20110526_6,15,1,150.877,0.7321,475244.0,7266.0,52.0,71.90879081250522
20110526_6,15,4,48.714,0.8431,220432.0,2346.0,52.0,33.353390208781484
20110526_6,15,2,41.177,0.8977,205117.0,1983.0,52.0,31.036089766706432
20110526_6,15,1,77.079,0.9006,196030.0,3712.0,52.0,29.661143040154947
20110526_6,15,1,103.409,0.9062,285085.0,4980.0,52.0,43.13598410244642
20110526_6,15,1,51.019,0.7638,124028.0,2457.0,52.0,18.766577814540312
20110526_7,15,1,88.043,0.8514,160188.0,4240.0,49.0,24.23791859060521
20110526_7,15,4,34.885,0.6836,90627.0,1680.0,49.0,13.712699129215538
20110526_7,15,1,86.838,0.8918,166598.0,4182.0,49.0,25.20781058105256
20110526_7,15,1,81.44,0.9087,153114.0,3922.0,49.0,23.16755728944694
20110526_7,15,1,94.708,0.8845,179723.0,4561.0,49.0,27.19374386882501
20110526_7,15,1,52.784,0.7597,76547.0,2542.0,49.0,11.582265552694693
20110526_7,15,1,139.581,0.5649,266929.0,6722.0,49.0,40.38881421499525
20110526_7,15,1,151.209,0.4747,351244.0,7282.0,49.0,53.146449655645476
20110526_7,15,1,128.763,0.5722,241884.0,6201.0,49.0,36.599275228918216
20110526_7,15,1,88.52,0.8712,170381.0,4263.0,49.0,25.78021329553966
20110526_7,15,1,197.889,0.4448,429787.0,9530.0,49.0,65.03072837728446
20110526_7,15,1,75.127,0.8741,147810.0,3618.0,49.0,22.365013277382555
20110526_7,15,1,88.25,0.871,167750.0,4250.0,49.0,25.3821187827679
20110526_7,15,1,69.791,0.899,152387.0,3361.0,49.0,23.05755549895471
20110526_7,15,1,104.136,0.8616,217286.0,5015.0,49.0,32.877371456527605
20110526_7,15,1,97.719,0.8519,209386.0,4706.0,49.0,31.68202875379219
20110526_7,15,1,98.321,0.8726,217067.0,4735.0,49.0,32.844234741097345
20110526_7,15,1,49.379,0.7827,93639.0,2378.0,49.0,14.168442448283777
20110526_7,15,1,77.328,0.8879,175701.0,3724.0,49.0,26.585178254850092
20110526_7,15,1,94.314,0.8921,204415.0,4542.0,49.0,30.929870706286145
20110526_7,15,1,111.59,0.8799,238678.0,5374.0,49.0,36.11417792449167
20110526_7,15,1,68.005,0.8816,176404.0,3275.0,49.0,26.691548624473256
20110526_7,15,1,84.181,0.8829,172604.0,4054.0,49.0,26.116573653537234
20110526_7,15,1,91.074,0.8595,208330.0,4386.0,49.0,31.522246235553126
20110526_7,15,1,26.205,0.651,65444.0,1262.0,49.0,9.902279473141355
20110526_7,15,1,157.896,0.7251,394700.0,7604.0,49.0,59.721742375907546
20110526_7,15,4,80.111,0.8689,196290.0,3858.0,49.0,29.700483432903194
20110526_7,15,1,105.485,0.8858,213087.0,5080.0,49.0,32.242024113643296
20110526_7,15,1,96.951,0.8744,233345.0,4669.0,49.0,35.307245945543826
20110526_7,15,4,80.214,0.8133,196786.0,3863.0,49.0,29.775532797530637
20110526_7,15,1,91.261,0.8888,207380.0,4395.0,49.0,31.37850249281912
20110526_7,15,1,102.91,0.8995,263791.0,4956.0,49.0,39.9140059363644
20110526_7,15,1,85.447,0.8991,212992.0,4115.0,49.0,32.2276497393699
20110526_7,15,1,91.926,0.8963,218368.0,4427.0,49.0,33.0410880140415
20110526_7,15,1,97.968,0.8845,257525.0,4718.0,49.0,38.96590247113147
20110526_7,15,1,182.606,0.5345,444110.0,8794.0,49.0,67.19793009010463
20110526_7,15,3,47.967,0.8432,182020.0,2310.0,49.0,27.54130110783555
20110526_7,15,1,106.96,0.8982,276021.0,5151.0,49.0,41.76451748756113
20110526_7,15,1,90.493,0.8823,238244.0,4358.0,49.0,36.04850973044266
20110526_7,15,1,92.985,0.8888,247061.0,4478.0,49.0,37.382602972217114
20110526_7,15,1,80.422,0.877,216840.0,3873.0,49.0,32.80988755204407
20110526_7,15,1,93.961,0.8864,237185.0,4525.0,49.0,35.88827328459496
20110526_7,15,1,75.522,0.8935,204275.0,3637.0,49.0,30.908687417883236
20110526_7,15,1,92.05,0.8933,261367.0,4433.0,49.0,39.547232428588366
20110526_7,15,1,69.894,0.8421,156805.0,3366.0,49.0,23.72603955726927
20110526_7,15,1,91.012,0.8652,223218.0,4383.0,49.0,33.774937647999316
20110526_7,15,1,82.229,0.8798,231693.0,3960.0,49.0,35.05728314238953
20110526_7,15,1,84.077,0.6029,256722.0,4049.0,49.0,38.84440118122051
20110526_7,15,1,104.842,0.5996,351004.0,5049.0,49.0,53.11013544695478
20110526_7,15,4,42.796,0.5111,192966.0,2061.0,49.0,29.197531642537054
20110526_8,15,2,16.113,0.7543,80123.0,776.0,43.0,12.123347262186066
20110526_8,15,1,149.694,0.397,307202.0,7209.0,43.0,46.482489742496966
20110526_8,15,1,31.916,0.7081,69310.0,1537.0,43.0,10.487240851467321
20110526_8,15,1,55.546,0.8259,95739.0,2675.0,43.0,14.48619177432737
20110526_8,15,1,68.69,0.7556,119796.0,3308.0,43.0,18.126237267961034
20110526_8,15,1,115.328,0.7724,304042.0,5554.0,43.0,46.00435266140279
20110526_8,15,1,134.431,0.5005,284353.0,6474.0,43.0,43.025225765939794
20110526_8,15,1,117.363,0.7505,266793.0,5652.0,43.0,40.36823616340386
20110526_8,15,1,69.977,0.8897,147183.0,3370.0,43.0,22.27014240717811
20110526_8,15,1,124.132,0.6847,264393.0,5978.0,43.0,40.005094076496896
20110526_8,15,1,74.068,0.8836,139194.0,3567.0,43.0,21.06133318538656
20110526_8,15,1,58.619,0.9141,134018.0,2823.0,43.0,20.278156751290545
20110526_8,15,1,63.831,0.8935,111958.0,3074.0,43.0,16.940275735804043
20110526_8,15,1,136.757,0.5736,344594.0,6586.0,43.0,52.140243456507434
20110526_8,15,1,52.327,0.9127,125740.0,2520.0,43.0,19.02561916986728
20110526_8,15,1,67.07,0.9168,141477.0,3230.0,43.0,21.406772095556807
20110526_8,15,1,55.733,0.918,117544.0,2684.0,43.0,17.78548894308
20110526_8,15,1,145.831,0.6633,358703.0,7023.0,43.0,54.275064999911734
20110526_8,15,1,79.861,0.9001,189029.0,3846.0,43.0,28.601827310806755
20110526_8,15,1,66.697,0.9016,155478.0,3212.0,43.0,23.5252522450503
20110526_8,15,4,63.852,0.8867,204717.0,3075.0,43.0,30.975566085555272
20110526_8,15,1,73.321,0.8951,168840.0,3531.0,43.0,25.547045813904813
20110526_8,15,1,106.565,0.7924,327557.0,5132.0,43.0,49.56238856707664
20110526_8,15,1,71.888,0.9051,156050.0,3462.0,43.0,23.61180110909646
20110526_8,15,1,117.176,0.7631,403679.0,5643.0,43.0,61.08034770854822
20110526_8,15,1,66.78,0.8937,170870.0,3216.0,43.0,25.854203495746955
20110526_8,15,1,60.322,0.8838,161126.0,2905.0,43.0,24.379846622904687
20110526_8,15,4,112.441,0.5617,393324.0,5415.0,43.0,59.51354091274755
20110526_8,15,1,64.682,0.8637,162823.0,3115.0,43.0,24.636618340188484
20110526_8,15,1,76.331,0.9039,199195.0,3676.0,43.0,30.140036667263498
20110526_8,15,1,26.101,0.6777,66422.0,1257.0,43.0,10.050259873555943
20110526_8,15,1,58.245,0.8525,159684.0,2805.0,43.0,24.16165875235475
20110526_8,15,1,82.831,0.887,200389.0,3989.0,43.0,30.320699855499715
20110526_8,15,1,134.099,0.4647,350378.0,6458.0,43.0,53.01541588595321
20110526_8,15,1,65.804,0.8635,178651.0,3169.0,43.0,27.0315404033399
20110526_8,15,1,65.617,0.8725,166507.0,3160.0,43.0,25.19404144359067
20110526_8,15,1,70.31,0.8968,183720.0,3386.0,43.0,27.79852675272798
20110526_8,15,1,64.911,0.8873,175232.0,3126.0,43.0,26.514214238700355
20110526_8,15,4,50.957,0.8777,161599.0,2454.0,43.0,24.45141587586593
20110526_8,15,3,38.228,0.7169,136826.0,1841.0,43.0,20.70303299297169
20110526_8,15,3,40.637,0.6717,206180.0,1957.0,43.0,31.196931449365636
20110526_8,15,1,67.942,0.874,169836.0,3272.0,43.0,25.697749779971204
20110526_8,15,1,141.429,0.551,398087.0,6811.0,43.0,60.23422664605499
20110526_8,15,1,115.785,0.453,357665.0,5576.0,43.0,54.118006047324485
20110526_8,15,4,98.986,0.3983,387181.0,4767.0,43.0,58.58404847946861
20110526_8,15,1,58.494,0.8635,132412.0,2817.0,43.0,20.035154171468633
20110526_8,15,1,69.292,0.8886,209945.0,3337.0,43.0,31.766610598200938
20110526_8,15,1,68.358,0.8893,187606.0,3292.0,43.0,28.38651431511151
20110526_8,15,1,63.25,0.8887,177574.0,3046.0,43.0,26.868580391840403
20110526_8,15,3,37.273,0.6889,174781.0,1795.0,43.0,26.445973788202426
20110526_8,15,1,35.861,0.7349,90806.0,1727.0,43.0,13.739783476530683
20110530_4,19,1,82.54,0.899,216068.0,3975.0,75.0,32.693076847422326
20110530_4,19,3,56.667,0.4673,196479.0,2729.0,75.0,29.72908087224712
20110530_4,19,3,72.926,0.7094,150462.0,3512.0,75.0,22.766285283414746
20110530_4,19,1,67.486,0.8673,171242.0,3250.0,75.0,25.91049051921753
20110530_4,19,1,67.32,0.898,151327.0,3242.0,75.0,22.89716774390413
20110530_4,19,3,134.037,0.6046,296780.0,6455.0,75.0,44.90554523010348
20110530_4,19,1,91.199,0.8751,181615.0,4392.0,75.0,27.48002088067
20110530_4,19,1,64.142,0.8866,142068.0,3089.0,75.0,21.496195834457648
20110530_4,19,1,75.625,0.8754,167123.0,3642.0,75.0,25.287247912563455
20110530_4,19,1,70.538,0.9074,141605.0,3397.0,75.0,21.426139673525178
20110530_4,19,3,60.405,0.729,113909.0,2909.0,75.0,17.23547999061883
20110530_4,19,3,76.622,0.7784,118650.0,3690.0,75.0,17.95283692146296
20110530_4,19,1,70.808,0.8963,126081.0,3410.0,75.0,19.077215608048643
20110530_4,19,1,72.386,0.9045,124779.0,3486.0,75.0,18.880211025901616
20110530_4,19,1,133.476,0.5816,236986.0,6428.0,75.0,35.85816275322226
20110530_4,19,1,80.63,0.9023,104905.0,3883.0,75.0,15.873091927906211
20110530_4,19,1,70.85,0.894,152889.0,3412.0,75.0,23.133512718799413
20110530_4,19,1,62.357,0.8899,112823.0,3003.0,75.0,17.071158196293432
20110530_4,19,1,68.835,0.9224,106556.0,3315.0,75.0,16.122903421857625
20110530_4,19,1,73.3,0.8968,120060.0,3530.0,75.0,18.1661828975208
20110530_4,19,1,70.87,0.8923,87618.0,3413.0,75.0,13.257409737755935
20110530_4,19,1,67.652,0.8591,103551.0,3258.0,75.0,15.668219267209532
20110530_4,19,4,47.157,0.8839,123707.0,2271.0,75.0,18.718007560416506
20110530_4,19,1,63.27,0.8845,57331.0,3047.0,75.0,8.674707910192945
20110530_4,19,4,36.982,0.8006,98482.0,1781.0,75.0,14.901232917821451
20110530_4,19,1,187.693,0.383,200693.0,9039.0,75.0,30.366697853174596
20110530_4,19,1,64.745,0.89,81805.0,3118.0,75.0,12.377849341426696
20110530_4,19,1,121.599,0.6286,163345.0,5856.0,75.0,24.715601744090748
20110530_4,19,1,110.739,0.689,175657.0,5333.0,75.0,26.578520649923465
20110530_4,19,1,62.17,0.872,71868.0,2994.0,75.0,10.874289792428993
20110530_4,19,1,64.932,0.9068,46095.0,3127.0,75.0,6.97459770665685
20110530_5,19,1,37.854,0.6936,97800.0,1823.0,81.0,14.798040041458723
20110530_5,19,1,52.576,0.831,165057.0,2532.0,81.0,24.974643099417715
20110530_5,19,1,72.531,0.8968,168167.0,3493.0,81.0,25.44521472036799
20110530_5,19,4,41.779,0.8771,172389.0,2012.0,81.0,26.084042174918483
20110530_5,19,1,73.383,0.8846,159070.0,3534.0,81.0,24.068754901787717
20110530_5,19,1,58.64,0.8909,156335.0,2824.0,81.0,23.65492423191666
20110530_5,19,1,63.686,0.911,186038.0,3067.0,81.0,28.14926148499896
20110530_5,19,2,40.325,0.8858,103247.0,1942.0,81.0,15.62222126953465
20110530_5,19,4,47.801,0.8403,176206.0,2302.0,81.0,26.66158940230343
20110530_5,19,1,70.766,0.8796,136033.0,3408.0,81.0,20.583044795089513
20110530_5,19,4,43.523,0.8558,140374.0,2096.0,81.0,21.239878044782483
20110530_5,19,2,117.57,0.5692,214195.0,5662.0,81.0,32.409674710432014
20110530_5,19,1,65.824,0.8939,123672.0,3170.0,81.0,18.71271173831578
20110530_5,19,1,68.628,0.8378,152603.0,3305.0,81.0,23.090238286776334
20110530_5,19,4,52.743,0.8634,131115.0,2540.0,81.0,19.838906135335996
20110530_5,19,3,40.097,0.8466,140408.0,1931.0,81.0,21.24502255768033
20110530_5,19,1,58.308,0.8986,94402.0,2808.0,81.0,14.283891370079614
20110530_5,19,4,50.375,0.8979,140888.0,2426.0,81.0,21.317650975061724
20110530_5,19,1,78.844,0.8684,117152.0,3797.0,81.0,17.726175735551863
20110530_5,19,3,42.277,0.6099,154801.0,2036.0,81.0,23.42281591470196
20110530_5,19,4,47.115,0.8615,145935.0,2269.0,81.0,22.08130852198649
20110530_5,19,1,57.124,0.9193,121911.0,2751.0,81.0,18.446256232047794
20110530_5,19,1,61.879,0.8852,82852.0,2980.0,81.0,12.536270076839859
20110530_5,19,1,53.386,0.9139,67613.0,2571.0,81.0,10.230469134183524
20110530_5,19,1,63.208,0.8857,69545.0,3044.0,81.0,10.522798514143629
20110530_5,19,1,68.856,0.8974,91857.0,3316.0,81.0,13.898809448755356
20110530_5,19,1,66.551,0.8789,66082.0,3205.0,81.0,9.998814744577457
20110530_5,19,1,63.374,0.8801,44078.0,3052.0,81.0,6.6694070444521225
20110530_5,19,4,44.997,0.873,111718.0,2167.0,81.0,16.90396152711335
20110530_5,19,1,73.051,0.8714,52581.0,3518.0,81.0,7.955989196522915
20110530_5,19,4,136.882,0.2909,158181.0,6592.0,81.0,23.93424102042927
20110530_5,19,4,57.311,0.8919,79877.0,2760.0,81.0,12.086125198278102
20110530_5,19,1,24.025,0.5755,8983.0,1157.0,81.0,1.3592105694521852
20110530_6,19,2,21.056,0.7942,92636.0,1014.0,73.0,14.016679317797243
20110530_6,19,1,69.77,0.8995,189002.0,3360.0,73.0,28.597741962329053
20110530_6,19,1,65.035,0.8952,201968.0,3132.0,73.0,30.559617086843918
20110530_6,19,1,88.749,0.5611,191167.0,4274.0,73.0,28.92532638655971
20110530_6,19,4,55.92,0.9267,187483.0,2693.0,73.0,28.36790328315752
20110530_6,19,4,61.028,0.8797,199550.0,2939.0,73.0,30.193751434285154
20110530_6,19,1,57.477,0.8967,144687.0,2768.0,73.0,21.89247463679487
20110530_6,19,1,61.028,0.8881,132564.0,2939.0,73.0,20.058153170306074
20110530_6,19,1,74.816,0.9066,156382.0,3603.0,73.0,23.662035764451925
20110530_6,19,4,62.336,0.9133,154549.0,3002.0,73.0,23.38468599557673
20110530_6,19,1,56.875,0.8944,138676.0,2739.0,73.0,20.982955018295808
20110530_6,19,1,110.24,0.4617,197058.0,5309.0,73.0,29.816688900713427
20110530_6,19,1,64.641,0.8643,99463.0,3113.0,73.0,15.049667245844672
20110530_6,19,1,132.853,0.467,322732.0,6398.0,73.0,48.83232166319076
20110530_6,19,1,139.228,0.4592,298097.0,6705.0,73.0,45.104819450293675
20110530_6,19,1,70.663,0.9111,129285.0,3403.0,73.0,19.562010294069438
20110530_6,19,1,72.033,0.909,137437.0,3469.0,73.0,20.795482915930087
20110530_6,19,1,73.653,0.8999,135505.0,3547.0,73.0,20.503153535969982
20110530_6,19,1,55.733,0.8734,131403.0,2684.0,73.0,19.88248318576483
20110530_6,19,2,33.078,0.8785,122941.0,1593.0,73.0,18.602104711012036
20110530_6,19,4,57.498,0.8605,144861.0,2769.0,73.0,21.918802438095625
20110530_6,19,4,191.493,0.3982,372884.0,9222.0,73.0,56.42078080592326
20110530_6,19,4,56.252,0.8922,129857.0,2709.0,73.0,19.648559158115596
20110530_6,19,1,66.925,0.8989,83930.0,3223.0,73.0,12.699381397542234
20110530_6,19,1,72.843,0.8959,137992.0,3508.0,73.0,20.87945952352732
20110530_6,19,4,44.25,0.8867,109541.0,2131.0,73.0,16.57456139244816
20110530_6,19,1,197.598,0.3844,262069.0,9516.0,73.0,39.653451489008646
20110530_6,19,1,71.493,0.8867,124678.0,3443.0,73.0,18.864928796410947
20110530_6,19,1,64.599,0.8859,104924.0,3111.0,73.0,15.87596680276089
20110530_6,19,4,57.705,0.888,79299.0,2779.0,73.0,11.998668479014675
20110530_6,19,1,70.144,0.9204,85958.0,3378.0,73.0,13.00623646097862
20110530_6,19,1,69.396,0.8976,105571.0,3342.0,73.0,15.973863857022893
20110530_6,19,1,60.799,0.9108,101332.0,2928.0,73.0,15.332464146023469
20110530_6,19,1,68.939,0.9055,92971.0,3320.0,73.0,14.06736790076134
20110530_6,19,1,74.4,0.8675,56553.0,3583.0,73.0,8.556989350353938
