stem,storage_day,pred_class,area_um2,circularity,sum_I,npix,I_bg,dry_mass_pg
20110516_5,5,1,62.959,0.8694,169001.0,3032.0,67.0,25.571406595568153
20110516_5,5,1,76.788,0.855,215050.0,3698.0,67.0,32.53904407889262
20110516_5,5,1,65.596,0.8666,202746.0,3159.0,67.0,30.67733564668293
20110516_5,5,1,64.932,0.8835,179385.0,3127.0,67.0,27.14260135825228
20110516_5,5,1,75.978,0.8702,204449.0,3659.0,67.0,30.935015219183988
20110516_5,5,1,57.788,0.8557,133904.0,2783.0,67.0,20.26090750216246
20110516_5,5,1,32.663,0.7876,106351.0,1573.0,67.0,16.091885035267655
20110516_5,5,1,81.398,0.8523,178640.0,3920.0,67.0,27.029876002108242
20110516_5,5,1,69.334,0.8776,183223.0,3339.0,67.0,27.723326078897667
20110516_5,5,1,70.372,0.8928,186923.0,3389.0,67.0,28.283170129545898
20110516_5,5,1,69.271,0.8844,204333.0,3336.0,67.0,30.917463351650156
20110516_5,5,4,48.216,0.8807,197322.0,2322.0,67.0,29.856634530273194
20110516_5,5,1,74.359,0.8704,198359.0,3581.0,67.0,30.013542173657573
20110516_5,5,1,64.329,0.8843,150512.0,3098.0,67.0,22.773850743558643
20110516_5,5,1,72.428,0.8803,194090.0,3488.0,67.0,29.367603186571817
20110516_5,5,4,55.961,0.9129,205259.0,2695.0,67.0,31.05757567351509
20110516_5,5,1,48.673,0.7992,137257.0,2344.0,67.0,20.768247259412064
20110516_5,5,1,77.764,0.8764,166554.0,3745.0,67.0,25.201152976125933
20110516_5,5,1,122.99,0.5085,381994.0,5923.0,67.0,57.799207644140935
20110516_5,5,1,74.836,0.8644,144528.0,3604.0,67.0,21.868416473537284
20110516_5,5,1,65.305,0.8644,178289.0,3145.0,67.0,26.976766471898102
20110516_5,5,1,69.894,0.868,212216.0,3366.0,67.0,32.11023379793665
20110516_5,5,1,101.145,0.537,269626.0,4871.0,67.0,40.79689513515695
20110516_5,5,1,76.186,0.8945,143539.0,3669.0,67.0,21.718771671891037
20110516_5,5,1,66.364,0.8804,140271.0,3196.0,67.0,21.22429319688606
20110516_5,5,1,72.905,0.8241,157267.0,3511.0,67.0,23.795944408998864
20110516_5,5,1,34.553,0.7634,64907.0,1664.0,67.0,9.821026431195923
20110516_5,5,1,68.524,0.8931,165395.0,3300.0,67.0,25.025785609990447
20110516_5,5,1,64.018,0.8501,122318.0,3083.0,67.0,18.5078390776191
20110516_5,5,1,74.068,0.8726,142316.0,3567.0,67.0,21.533720516771364
20110516_5,5,1,118.214,0.5041,259033.0,5693.0,67.0,39.19407674907134
20110516_5,5,1,81.626,0.8784,158242.0,3931.0,67.0,23.94347088180482
20110516_5,5,1,62.897,0.9313,169073.0,3029.0,67.0,25.582300858175362
20110516_5,5,1,77.93,0.8846,150561.0,3753.0,67.0,22.781264894499664
20110516_5,5,1,42.526,0.8124,107040.0,2048.0,67.0,16.19613707605053
20110516_5,5,1,62.772,0.8377,128383.0,3023.0,67.0,19.42552939307357
20110516_5,5,1,46.306,0.7538,73536.0,2230.0,67.0,11.126673542829332
20110516_6,5,1,75.792,0.8875,196288.0,3650.0,70.0,29.700180814497443
20110516_6,5,4,50.334,0.867,159253.0,2424.0,70.0,24.096444485914375
20110516_6,5,1,77.723,0.8661,171595.0,3743.0,70.0,25.963902667833434
20110516_6,5,4,120.913,0.6107,314916.0,5823.0,70.0,47.64968893349708
20110516_6,5,1,70.538,0.8957,163428.0,3397.0,70.0,24.728160407929614
20110516_6,5,1,72.531,0.8634,172800.0,3493.0,70.0,26.1462302573013
20110516_6,5,1,57.83,0.8684,135502.0,2785.0,70.0,20.502699608361347
20110516_6,5,1,73.964,0.8777,152390.0,3562.0,70.0,23.05800942656334
20110516_6,5,4,121.059,0.5863,286855.0,5830.0,70.0,43.403801391540306
20110516_6,5,4,52.992,0.8728,214878.0,2552.0,70.0,32.513018895997625
20110516_6,5,1,77.806,0.8627,153748.0,3747.0,70.0,23.26348732407153
20110516_6,5,1,64.89,0.9135,127656.0,3125.0,70.0,19.315527602581337
20110516_6,5,1,79.488,0.9276,149730.0,3828.0,70.0,22.65552694690812
20110516_6,5,4,43.544,0.6404,150261.0,2097.0,70.0,22.735872133636292
20110516_6,5,1,75.854,0.8963,180194.0,3653.0,70.0,27.265010503380505
20110516_6,5,1,70.372,0.8841,147285.0,3389.0,70.0,22.285575945871656
20110516_6,5,4,54.695,0.7806,187726.0,2634.0,70.0,28.40467141945685
20110516_6,5,1,139.249,0.4989,286529.0,6706.0,70.0,43.35447459140211
20110516_6,5,1,71.452,0.8454,112910.0,3441.0,70.0,17.084322096943808
20110516_6,5,1,61.277,0.8766,135195.0,2951.0,70.0,20.456247683077834
20110516_6,5,1,68.067,0.8662,121809.0,3278.0,70.0,18.43082269335425
20110516_6,5,1,82.582,0.8588,136957.0,3977.0,70.0,20.722854498548696
20110516_6,5,1,77.474,0.8713,144783.0,3731.0,70.0,21.90700032027115
20110516_6,5,1,73.715,0.8874,132214.0,3550.0,70.0,20.00519494929881
20110516_6,5,1,68.545,0.9135,150975.0,3301.0,70.0,22.843906904491114
20110516_6,5,4,56.584,0.8833,133618.0,2725.0,70.0,20.21763307013938
20110516_6,5,1,78.512,0.8716,88357.0,3781.0,70.0,13.369227238682704
20110516_6,5,1,143.796,0.586,216733.0,6925.0,70.0,32.79369746733613
20110516_6,5,1,61.443,0.8533,119468.0,2959.0,70.0,18.076607849417083
20110516_6,5,4,47.51,0.8472,126986.0,2288.0,70.0,19.214150436653142
20110516_6,5,3,66.551,0.8335,155060.0,3205.0,70.0,23.462004998247338
20110516_6,5,4,49.545,0.7993,127093.0,2386.0,70.0,19.23034052136108
20110516_6,5,1,73.86,0.8857,130579.0,3557.0,70.0,19.75780440259344
20110516_7,5,1,27.098,0.6258,92494.0,1305.0,73.0,13.995193410988579
20110516_7,5,1,53.926,0.7638,203249.0,2597.0,73.0,30.75344417573051
20110516_7,5,1,33.888,0.6348,123075.0,1632.0,73.0,18.62238014419767
20110516_7,5,1,70.497,0.8697,234258.0,3395.0,73.0,35.44539124777135
20110516_7,5,1,68.399,0.8972,233352.0,3294.0,73.0,35.30830510996397
20110516_7,5,1,70.912,0.8415,238336.0,3415.0,73.0,36.06243017710742
20110516_7,5,1,67.756,0.8899,224312.0,3263.0,73.0,33.94046991594774
20110516_7,5,1,66.447,0.9012,284105.0,3200.0,73.0,42.98770108362608
20110516_7,5,1,72.178,0.8885,227800.0,3476.0,73.0,34.46823641558586
20110516_7,5,1,131.234,0.4688,538432.0,6320.0,73.0,81.46971672395402
20110516_7,5,1,55.567,0.8739,276471.0,2676.0,73.0,41.83260662885618
20110516_7,5,1,52.016,0.9016,187730.0,2505.0,73.0,28.405276656268367
20110516_7,5,1,75.086,0.9051,214854.0,3616.0,73.0,32.509387475128555
20110516_7,5,1,45.039,0.7713,174354.0,2169.0,73.0,26.38136475857356
20110516_7,5,1,55.94,0.8724,187281.0,2694.0,73.0,28.337338824176186
20110516_7,5,1,69.541,0.9196,234229.0,3349.0,73.0,35.441003280887884
20110516_7,5,1,76.892,0.8728,198546.0,3703.0,73.0,30.041836994595744
20110516_7,5,1,59.782,0.8688,178035.0,2879.0,73.0,26.938333934367115
20110516_7,5,1,62.377,0.8881,180886.0,3004.0,73.0,27.36971647177201
20110516_7,5,1,68.441,0.892,183213.0,3296.0,73.0,27.721812986868883
20110516_7,5,1,68.192,0.8753,201949.0,3284.0,73.0,30.55674221198924
20110516_7,5,1,75.459,0.8889,230063.0,3634.0,73.0,34.810649141698555
20110516_7,5,1,72.718,0.9019,207624.0,3502.0,73.0,31.41542193832133
20110516_7,5,1,70.144,0.8975,238291.0,3378.0,73.0,36.05562126297792
20110516_7,5,1,69.313,0.8774,218518.0,3338.0,73.0,33.06378439447318
20110516_7,5,1,69.562,0.8825,189287.0,3350.0,73.0,28.640865085149255
20110516_7,5,1,37.397,0.7955,126592.0,1801.0,73.0,19.15453461071925
20110516_7,5,1,61.505,0.8938,189647.0,2962.0,73.0,28.695336398185297
20110516_7,5,1,66.074,0.9082,217279.0,3182.0,73.0,32.87631229210746
20110516_7,5,1,73.964,0.8658,193711.0,3562.0,73.0,29.31025699868109
20110516_7,5,1,66.177,0.8664,224992.0,3187.0,73.0,34.043360173904716
20110516_7,5,1,78.2,0.8426,205034.0,3766.0,73.0,31.02353110286756
20110516_7,5,1,35.238,0.7841,110641.0,1697.0,73.0,16.74100151561385
20110516_7,5,1,74.878,0.8848,200212.0,3606.0,73.0,30.293918126590324
20110516_7,5,1,85.655,0.8793,250297.0,4125.0,73.0,37.87223955273
20110516_7,5,1,197.162,0.353,490686.0,9495.0,73.0,74.24530752334576
20110516_7,5,1,69.687,0.8908,217158.0,3356.0,73.0,32.85800387855924
20110516_7,5,1,79.446,0.8703,179560.0,3826.0,73.0,27.16908046875591
20110516_7,5,1,66.842,0.8676,115627.0,3219.0,73.0,17.495429201163066
20110516_7,5,1,61.443,0.9249,168839.0,2959.0,73.0,25.546894504701935
20110516_7,5,1,87.544,0.8542,189831.0,4216.0,73.0,28.723177291514837
20110516_7,5,1,56.999,0.8711,150501.0,2745.0,73.0,22.772186342326986
20110516_7,5,1,76.954,0.8648,165285.0,3706.0,73.0,25.009141597673874
20110516_7,5,1,55.214,0.8757,106340.0,2659.0,73.0,16.090220634035997
20110516_7,5,1,80.817,0.9108,156905.0,3892.0,73.0,23.741170477557066
20110516_7,5,1,54.964,0.8644,138811.0,2647.0,73.0,21.003381760684324
20110516_7,5,1,57.145,0.8272,162791.0,2752.0,73.0,24.63177644569639
20110516_7,5,4,24.606,0.7088,84962.0,1185.0,73.0,12.855532494912229
20110519_1,8,1,28.302,0.647,89494.0,1363.0,36.0,13.541265802354877
20110519_1,8,1,60.633,0.8385,179585.0,2920.0,36.0,27.172863198827862
20110519_1,8,1,40.907,0.6937,115558.0,1970.0,36.0,17.48498886616449
20110519_1,8,1,73.362,0.8797,198723.0,3533.0,36.0,30.06861872350513
20110519_1,8,1,72.448,0.8852,209037.0,3489.0,36.0,31.629221841987803
20110519_1,8,1,52.493,0.9075,188744.0,2528.0,36.0,28.558704187986557
20110519_1,8,1,75.355,0.8565,216849.0,3629.0,36.0,32.81124933486996
20110519_1,8,1,138.667,0.4899,473761.0,6678.0,36.0,71.68439926463728
20110519_1,8,1,70.268,0.8669,184855.0,3384.0,36.0,27.9702626979944
20110519_1,8,1,68.815,0.8825,224190.0,3314.0,36.0,33.92201019319664
20110519_1,8,1,69.707,0.8528,202027.0,3357.0,36.0,30.568544329813715
20110519_1,8,1,64.869,0.8958,207839.0,3124.0,36.0,31.447953416940077
20110519_1,8,1,68.379,0.8876,218379.0,3293.0,36.0,33.042752415273156
20110519_1,8,1,140.349,0.4348,478106.0,6759.0,36.0,72.34183775114177
20110519_1,8,1,142.592,0.5494,520293.0,6867.0,36.0,78.72511909295177
20110519_1,8,1,36.193,0.7753,130731.0,1743.0,36.0,19.78080340143088
20110519_1,8,1,68.316,0.8567,218109.0,3290.0,36.0,33.00189893049612
20110519_1,8,1,67.714,0.875,223471.0,3261.0,36.0,33.813218876327426
20110519_1,8,1,68.794,0.9065,254680.0,3313.0,36.0,38.53542778894384
20110519_1,8,1,67.693,0.8681,239197.0,3260.0,36.0,36.192707400785295
20110519_1,8,1,73.653,0.865,257350.0,3547.0,36.0,38.939423360627835
20110519_1,8,1,68.981,0.8563,231105.0,3322.0,36.0,34.96831333109732
20110519_1,8,1,81.419,0.902,258231.0,3921.0,36.0,39.07272676836327
20110519_1,8,4,55.525,0.8776,272756.0,2674.0,36.0,41.27049294016478
20110519_1,8,1,57.435,0.9155,226345.0,2766.0,36.0,34.24808152539851
20110519_1,8,1,80.36,0.8814,278573.0,3870.0,36.0,42.150658573305535
20110519_1,8,1,63.499,0.8835,223406.0,3058.0,36.0,33.803383778140365
20110519_1,8,1,50.625,0.8679,181507.0,2438.0,36.0,27.463679486759187
20110519_1,8,1,48.071,0.8986,208171.0,2315.0,36.0,31.498188072295537
20110519_1,8,1,78.782,0.8684,311447.0,3794.0,36.0,47.12479730871365
20110519_1,8,1,59.055,0.8718,228941.0,2844.0,36.0,34.64088021606954
20110519_1,8,1,68.275,0.9078,254765.0,3288.0,36.0,38.548289071188464
20110519_1,8,1,61.526,0.886,284014.0,2963.0,36.0,42.973931946164186
20110519_1,8,1,72.095,0.8645,210940.0,3472.0,36.0,31.917163255064445
20110519_1,8,1,54.425,0.7346,250964.0,2621.0,36.0,37.97316279104956
20110519_1,8,1,67.091,0.8921,214169.0,3231.0,36.0,32.40574067115719
20110519_1,8,1,71.68,0.8957,281439.0,3452.0,36.0,42.584310748753595
20110519_1,8,1,67.527,0.8959,269880.0,3252.0,36.0,40.83532767268793
20110519_1,8,1,79.259,0.8711,254600.0,3817.0,36.0,38.52332305271361
20110519_1,8,1,30.192,0.7366,119770.0,1454.0,36.0,18.12230322868621
20110519_1,8,1,68.773,0.8811,254466.0,3312.0,36.0,38.50304761952797
20110519_1,8,1,68.524,0.876,297847.0,3300.0,36.0,45.0669921495742
20110519_1,8,1,54.051,0.8676,219995.0,2603.0,36.0,33.28726808712384
20110519_1,8,1,60.467,0.8758,222353.0,2912.0,36.0,33.644055187509935
20110519_1,8,1,56.543,0.8774,244209.0,2723.0,36.0,36.95106912560934
20110519_1,8,1,71.722,0.8574,243540.0,3454.0,36.0,36.84984326888402
20110519_1,8,1,53.324,0.7907,220608.0,2568.0,36.0,33.380020628488
20110519_10,8,1,30.358,0.7014,61071.0,1462.0,55.0,9.240604328956294
20110519_10,8,1,56.231,0.8639,127806.0,2708.0,55.0,19.33822398301302
20110519_10,8,4,106.793,0.5425,265039.0,5143.0,55.0,40.10283982155602
20110519_10,8,1,70.6,0.8702,153257.0,3400.0,55.0,23.18919450545848
20110519_10,8,1,61.443,0.8819,134872.0,2959.0,55.0,20.407374810548273
20110519_10,8,1,120.311,0.7162,300847.0,5794.0,55.0,45.520919758207896
20110519_10,8,4,108.268,0.8031,307057.0,5214.0,55.0,46.460549908079656
20110519_10,8,1,72.095,0.8832,163273.0,3472.0,55.0,24.704707481483542
20110519_10,8,1,73.341,0.8802,160557.0,3532.0,55.0,24.29375168646716
20110519_10,8,1,73.757,0.8929,174234.0,3552.0,55.0,26.363207654228212
20110519_10,8,1,186.032,0.4054,475684.0,8959.0,55.0,71.97536686177148
20110519_10,8,1,68.835,0.8895,144698.0,3315.0,55.0,21.894139038026527
20110519_10,8,1,135.615,0.5209,288594.0,6531.0,55.0,43.66692809534497
20110519_10,8,1,23.007,0.6874,67001.0,1108.0,55.0,10.137867902022249
20110519_10,8,4,173.885,0.3722,475424.0,8374.0,55.0,71.93602646902323
20110519_10,8,1,70.953,0.8925,176012.0,3417.0,55.0,26.63223541694512
20110519_10,8,1,68.088,0.8798,141567.0,3279.0,55.0,21.42038992381582
20110519_10,8,1,61.713,0.8778,156081.0,2972.0,55.0,23.616491694385672
20110519_10,8,1,62.024,0.8546,154359.0,2987.0,55.0,23.35593724702993
20110519_10,8,1,83.038,0.8973,215316.0,3999.0,55.0,32.579292326858145
20110519_10,8,1,74.234,0.8956,181170.0,3575.0,55.0,27.412688285389333
20110519_10,8,1,65.804,0.8818,146936.0,3169.0,55.0,22.232769034067267
20110519_10,8,1,79.093,0.8554,154937.0,3809.0,55.0,23.443393966293357
20110519_10,8,1,67.88,0.8859,153726.0,3269.0,55.0,23.260158521608215
20110519_10,8,1,71.784,0.8801,150076.0,3457.0,55.0,22.70787993110388
20110519_10,8,3,64.973,0.6789,160888.0,3129.0,55.0,24.343835032619744
20110519_10,8,1,75.169,0.8947,190735.0,3620.0,55.0,28.85996081091646
20110519_10,8,1,55.899,0.8973,161593.0,2692.0,55.0,24.450508020648662
20110519_10,8,1,67.486,0.8982,198622.0,3250.0,55.0,30.05333649401446
20110519_10,8,1,57.851,0.9089,160758.0,2786.0,55.0,24.324164836245618
20110519_10,8,1,63.374,0.8627,154097.0,3052.0,55.0,23.316294235875915
20110519_10,8,1,149.32,0.5489,369691.0,7191.0,55.0,55.93765052113412
20110519_10,8,1,139.726,0.566,325385.0,6729.0,55.0,49.23374497842583
20110519_10,8,1,175.94,0.3167,439163.0,8473.0,55.0,66.44940346346766
20110519_10,8,1,76.394,0.8798,204565.0,3679.0,55.0,30.952567086717828
20110519_10,8,1,133.019,0.4408,350287.0,6406.0,55.0,53.001646748491325
20110519_10,8,1,61.318,0.8632,170039.0,2953.0,55.0,25.72846554815542
20110519_10,8,1,66.468,0.86,134560.0,3201.0,55.0,20.360166339250366
20110519_10,8,1,44.79,0.7978,103975.0,2157.0,55.0,15.732374369229763
20110519_10,8,1,31.396,0.6167,67469.0,1512.0,55.0,10.208680608969106
20110519_4,8,1,41.862,0.6908,76182.0,2016.0,57.0,11.527037693644258
20110519_4,8,1,59.761,0.803,134757.0,2878.0,57.0,20.389974252217314
20110519_4,8,1,67.88,0.7975,139800.0,3269.0,57.0,21.153026562330567
20110519_4,8,1,145.312,0.4925,311790.0,6998.0,57.0,47.176696365300764
20110519_4,8,1,76.02,0.8345,171418.0,3661.0,57.0,25.937120938924043
20110519_4,8,1,71.016,0.849,162282.0,3420.0,57.0,24.55476006143154
20110519_4,8,3,63.873,0.887,149130.0,3076.0,57.0,22.56474142518138
20110519_4,8,1,71.223,0.8948,160762.0,3430.0,57.0,24.324770073057127
20110519_4,8,1,67.361,0.8693,181276.0,3244.0,57.0,27.428727060894392
20110519_4,8,1,133.31,0.5072,301859.0,6420.0,57.0,45.674044671520335
20110519_4,8,1,69.168,0.8898,167558.0,3331.0,57.0,25.353067415815346
20110519_4,8,1,55.11,0.8753,116709.0,2654.0,57.0,17.659145758676956
20110519_4,8,1,73.134,0.8835,187080.0,3522.0,57.0,28.30692567439773
20110519_4,8,3,48.61,0.8444,133117.0,2341.0,57.0,20.141827159497552
20110519_4,8,1,36.359,0.746,82217.0,1751.0,57.0,12.440188733012391
20110519_4,8,1,73.923,0.9209,160807.0,3560.0,57.0,24.33157898718663
20110519_4,8,1,82.955,0.8761,178803.0,3995.0,57.0,27.05453940217734
20110519_4,8,1,75.169,0.9014,190542.0,3620.0,57.0,28.830758134761023
20110519_4,8,1,126.686,0.4194,280249.0,6101.0,57.0,42.40425279732889
20110519_4,8,1,60.903,0.8975,166362.0,2933.0,57.0,25.172101609173374
20110519_4,8,1,108.662,0.7493,296449.0,5233.0,57.0,44.85546188395089
20110519_4,8,1,72.822,0.9198,159532.0,3507.0,57.0,24.13865975351731
20110519_4,8,3,40.076,0.8458,176872.0,1930.0,57.0,26.762361331420117
20110519_4,8,1,120.187,0.5942,278297.0,5788.0,57.0,42.10889723331123
20110519_4,8,1,60.696,0.8884,148041.0,2923.0,57.0,22.39996570324735
20110519_4,8,1,72.781,0.8663,167732.0,3505.0,57.0,25.379395217116098
20110519_4,8,3,42.132,0.8344,170409.0,2029.0,57.0,25.784449953220243
20110519_4,8,1,70.247,0.8872,149162.0,3383.0,57.0,22.569583319673473
20110519_4,8,1,57.103,0.8504,127374.0,2750.0,57.0,19.272858407369768
20110519_4,8,1,56.792,0.8909,137910.0,2735.0,57.0,20.867052168891334
20110519_4,8,1,76.394,0.8592,177158.0,3679.0,57.0,26.805635763443195
20110519_4,8,1,71.618,0.8724,166007.0,3449.0,57.0,25.11838684215172
20110519_4,8,1,81.128,0.8792,205320.0,3907.0,57.0,31.066805534890648
20110519_4,8,1,73.964,0.8804,174694.0,3562.0,57.0,26.432809887552047
20110519_4,8,3,39.827,0.8547,148518.0,1918.0,57.0,22.47214019302011
20110519_4,8,1,86.942,0.8738,226597.0,4187.0,57.0,34.286211444523744
20110519_4,8,1,78.387,0.8702,183668.0,3775.0,57.0,27.790658674178328
20110519_4,8,1,64.703,0.8986,155893.0,3116.0,57.0,23.58804556424463
20110519_4,8,1,83.412,0.8587,221444.0,4017.0,57.0,33.506515122093916
20110519_4,8,1,65.326,0.8369,134389.0,3146.0,57.0,20.334292465558246
20110519_4,8,1,82.125,0.9061,177276.0,3955.0,57.0,26.82349024938279
20110519_4,8,1,76.934,0.929,174153.0,3705.0,57.0,26.3509516087951
20110519_4,8,1,50.874,0.7996,131195.0,2450.0,57.0,19.851010871566228
20110519_4,8,1,62.17,0.886,142020.0,2994.0,57.0,21.48893299271951
20110519_4,8,1,81.502,0.872,194650.0,3925.0,57.0,29.45233634018344
20110519_4,8,1,72.968,0.875,162531.0,3514.0,57.0,24.592436052948138
20110519_4,8,4,55.401,0.8359,166390.0,2668.0,57.0,25.176338266853957
20110519_5,8,1,43.544,0.7885,144260.0,2097.0,19.0,21.827865607166007
20110519_5,8,1,46.783,0.7486,130872.0,2253.0,19.0,19.802137999036667
20110519_5,8,1,68.96,0.8683,217137.0,3321.0,19.0,32.8548263852988
20110519_5,8,4,51.684,0.8903,198811.0,2489.0,19.0,30.08193393335839
20110519_5,8,1,58.411,0.8608,178696.0,2813.0,19.0,27.038349317469407
20110519_5,8,1,69.23,0.8763,214583.0,3334.0,19.0,32.46838268114864
20110519_5,8,1,60.529,0.8898,193809.0,2915.0,19.0,29.325085300563124
20110519_5,8,1,64.163,0.8961,209104.0,3090.0,19.0,31.639359558580622
20110519_5,8,4,114.123,0.6128,392003.0,5496.0,19.0,59.31366145574585
20110519_5,8,1,69.251,0.8616,193153.0,3335.0,19.0,29.225826463475226
20110519_5,8,1,132.666,0.4614,448461.0,6389.0,19.0,67.85627643182637
20110519_5,8,1,64.329,0.8696,198215.0,3098.0,19.0,29.991753648443158
20110519_5,8,1,53.407,0.8699,197112.0,2572.0,19.0,29.824859597668834
20110519_5,8,1,69.894,0.8707,229358.0,3366.0,19.0,34.70397615366963
20110519_5,8,1,69.562,0.8739,247598.0,3350.0,19.0,37.463856014162545
20110519_5,8,1,68.648,0.8775,217380.0,3306.0,19.0,32.89159452159813
20110519_5,8,1,38.02,0.8436,121348.0,1831.0,19.0,18.36106915082754
20110519_5,8,1,117.28,0.5535,424619.0,5648.0,19.0,64.24876241681147
20110519_5,8,3,112.275,0.5699,375011.0,5407.0,19.0,56.74261548044455
20110519_5,8,1,54.84,0.8825,224838.0,2641.0,19.0,34.02005855666152
20110519_5,8,1,68.669,0.8922,196549.0,3307.0,19.0,29.73967251644857
20110519_5,8,1,69.832,0.8831,237286.0,3363.0,19.0,35.903555514085625
20110519_5,8,1,65.721,0.8856,237201.0,3165.0,19.0,35.890694231841
20110519_5,8,1,76.145,0.8951,310013.0,3667.0,19.0,46.90781991178673
20110519_5,8,1,165.475,0.5375,666292.0,7969.0,19.0,100.81611140392245
20110519_5,8,4,102.64,0.5056,394474.0,4943.0,19.0,59.68754649605714
20110519_5,8,1,102.786,0.6352,384138.0,4950.0,19.0,58.12361457511115
20110519_5,8,1,44.644,0.8496,173643.0,2150.0,19.0,26.27378391532737
20110519_5,8,1,68.669,0.8712,241047.0,3307.0,19.0,36.472629426109414
20110519_5,8,1,76.041,0.8813,272806.0,3662.0,19.0,41.27805840030867
20110519_5,8,1,123.717,0.5616,423864.0,5958.0,19.0,64.13452396863865
20110519_5,8,1,57.872,0.8918,168066.0,2787.0,19.0,25.42993249087732
20110519_5,8,1,76.29,0.8922,236866.0,3674.0,19.0,35.84000564887691
20110519_5,8,1,71.389,0.8969,258940.0,3438.0,19.0,39.180004993203696
20110519_5,8,1,108.683,0.6725,405401.0,5234.0,19.0,61.34090215590397
20110519_5,8,1,77.66,0.8842,253101.0,3740.0,19.0,38.29651055759963
20110519_5,8,1,62.315,0.876,223541.0,3001.0,19.0,33.82381052052888
20110519_5,8,1,69.479,0.8834,231411.0,3346.0,19.0,35.01461394717796
20110519_7,8,1,41.841,0.8455,146198.0,2015.0,25.0,22.12110284234338
20110519_7,8,1,57.456,0.8373,125825.0,2767.0,25.0,19.038480452111898
20110519_7,8,1,36.338,0.6531,98625.0,1750.0,25.0,14.922870133832992
20110519_7,8,1,82.935,0.779,205309.0,3994.0,25.0,31.065141133658983
20110519_7,8,1,63.125,0.8534,153387.0,3040.0,25.0,23.20886470183261
20110519_7,8,4,50.936,0.8997,176038.0,2453.0,25.0,26.636169456219946
20110519_7,8,1,71.14,0.889,214461.0,3426.0,25.0,32.449922958397536
20110519_7,8,1,78.429,0.8802,181095.0,3777.0,25.0,27.40134009517349
20110519_7,8,1,53.885,0.8644,127994.0,2595.0,25.0,19.366670113154065
20110519_7,8,1,71.119,0.884,190630.0,3425.0,25.0,28.84407334461428
20110519_7,8,1,122.658,0.5304,321306.0,5907.0,25.0,48.61655473988688
20110519_7,8,1,59.325,0.8835,165370.0,2857.0,25.0,25.022002879918496
20110519_7,8,1,58.661,0.8686,146260.0,2825.0,25.0,22.13048401292181
20110519_7,8,1,56.729,0.924,149544.0,2732.0,25.0,22.62738343517284
20110519_7,8,1,31.853,0.7578,84662.0,1534.0,25.0,12.810139734048859
20110519_7,8,1,67.05,0.8875,197244.0,3229.0,25.0,29.844832412448717
20110519_7,8,1,71.597,0.8649,231251.0,3448.0,25.0,34.990404474717494
20110519_7,8,3,49.42,0.6584,181056.0,2380.0,25.0,27.39543903626125
20110519_7,8,1,127.787,0.5764,374973.0,6154.0,25.0,56.73686573073519
20110519_7,8,1,34.594,0.7484,102572.0,1666.0,25.0,15.520087557592067
20110519_7,8,3,51.995,0.7744,188915.0,2504.0,25.0,28.58457806167868
20110519_7,8,1,72.739,0.8927,221830.0,3503.0,25.0,33.56492047440479
20110519_7,8,1,43.565,0.8055,119031.0,2098.0,25.0,18.01048572775944
20110519_7,8,1,51.767,0.8739,160663.0,2493.0,25.0,24.309790461972216
20110519_7,8,1,74.857,0.8699,227726.0,3605.0,25.0,34.45703953457289
20110519_7,8,1,70.04,0.901,215147.0,3373.0,25.0,32.55372107157178
20110519_7,8,1,30.877,0.7931,107488.0,1487.0,25.0,16.263923598939826
20110519_7,8,4,44.79,0.8925,243324.0,2157.0,25.0,36.817160481062395
20110519_7,8,4,169.399,0.4054,667650.0,8158.0,25.0,101.02158930143064
20110519_7,8,1,62.855,0.897,178175.0,3027.0,25.0,26.95951722277002
20110519_7,8,1,63.395,0.8862,219120.0,3053.0,25.0,33.15487253460568
20110519_7,8,1,148.572,0.6133,678457.0,7155.0,25.0,102.65678785693213
20110519_7,8,1,38.124,0.7726,141760.0,1836.0,25.0,21.449592599971254
20110519_7,8,1,75.106,0.9045,230556.0,3617.0,25.0,34.885244578717355
20110519_7,8,1,69.707,0.8816,239768.0,3357.0,25.0,36.27910495562858
20110519_7,8,1,81.17,0.8822,495811.0,3909.0,25.0,75.02076718809501
20110519_7,8,1,71.929,0.8607,271440.0,3464.0,25.0,41.071370029177466
20110519_7,8,1,143.589,0.609,475078.0,6915.0,25.0,71.88367348482747
20110519_7,8,1,75.48,0.8911,261612.0,3635.0,25.0,39.58430318329345
20110519_7,8,1,79.965,0.8922,323198.0,3851.0,25.0,48.90283175173186
20110519_7,8,1,54.404,0.8711,206669.0,2620.0,25.0,31.27092164957293
20110519_7,8,1,75.688,0.8841,287701.0,3645.0,25.0,43.53180897717501
20110519_7,8,1,24.814,0.7037,87259.0,1195.0,25.0,13.203089733922768
20110519_7,8,1,68.815,0.8711,270465.0,3314.0,25.0,40.92384355637151
20110519_7,8,1,84.077,0.8993,234847.0,4049.0,25.0,35.53451236826643
20110519_7,8,1,109.41,0.4568,461278.0,5269.0,25.0,69.79560648511244
20110519_7,8,1,86.714,0.8551,274454.0,4176.0,25.0,41.52741596665146
20110519_7,8,1,47.884,0.8213,182793.0,2306.0,25.0,27.658263121660166
20110519_8,8,1,54.923,0.7455,124886.0,2645.0,25.0,18.896401110609553
20110519_8,8,4,51.746,0.8717,247746.0,2492.0,25.0,37.48624977618847
20110519_8,8,1,67.465,0.8841,208184.0,3249.0,25.0,31.500155091932953
