stem,storage_day,pred_class,class_name,area_px2,area_um2,circularity,V_phi_rad_px2,V_phi_rad_um2,dry_mass_pg
20110610_1,30,2,echinocyte,2100.0,43.606,0.7279,341692.0,7095.1695,3760.3402
20110610_1,30,2,echinocyte,1636.0,33.971,0.8092,302894.0,6289.5364,3333.366
20110610_1,30,2,echinocyte,774.0,16.072,0.8243,141177.0,2931.5136,1553.661
20110610_1,30,2,echinocyte,1884.0,39.121,0.7704,325560.0,6760.1915,3582.8066
20110610_1,30,3,spherocyte,2216.0,46.015,0.811,377285.0,7834.2513,4152.0432
20110610_1,30,3,spherocyte,2848.0,59.138,0.7347,409180.0,8496.545,4503.0495
20110610_1,30,3,spherocyte,1964.0,40.782,0.7736,317469.0,6592.1835,3493.7647
20110610_1,30,3,spherocyte,2210.0,45.89,0.8686,360465.0,7484.9872,3966.9381
20110610_1,30,3,spherocyte,2409.0,50.022,0.8243,358647.0,7447.2368,3946.931
20110610_1,30,4,stomatocyte,1421.0,29.507,0.3425,270370.0,5614.1817,2975.4375
20110610_1,30,4,stomatocyte,730.0,15.158,0.6507,133997.0,2782.4222,1474.6447
20110610_1,30,4,stomatocyte,1419.0,29.465,0.7477,258533.0,5368.3886,2845.1706
20110610_1,30,4,stomatocyte,1961.0,40.72,0.7106,342108.0,7103.8076,3764.9183
20110610_1,30,4,stomatocyte,1480.0,30.732,0.549,207282.0,4304.1713,2281.1504
20110610_1,30,4,stomatocyte,2268.0,47.095,0.6765,392800.0,8156.4174,4322.7867
20110610_1,30,4,stomatocyte,943.0,19.581,0.2601,131256.0,2725.5059,1444.4799
20110610_1,30,4,stomatocyte,1343.0,27.887,0.6783,184519.0,3831.502,2030.6423
20110610_1,30,4,stomatocyte,2218.0,46.056,0.7083,302338.0,6277.9911,3327.2472
20110610_1,30,4,stomatocyte,1949.0,40.471,0.639,300817.0,6246.4078,3310.5085
20110610_10,30,1,discocyte,1754.0,36.421,0.7971,155512.0,3229.1771,1711.4185
20110610_10,30,1,discocyte,2710.0,56.273,0.8243,261541.0,5430.8492,2878.2738
20110610_10,30,1,discocyte,2100.0,43.606,0.6905,202660.0,4208.1964,2230.285
20110610_10,30,1,discocyte,2932.0,60.882,0.8117,294527.0,6115.7972,3241.2867
20110610_10,30,1,discocyte,2922.0,60.675,0.7671,302901.0,6289.6817,3333.443
20110610_10,30,1,discocyte,3056.0,63.457,0.7993,315232.0,6545.7326,3469.1464
20110610_10,30,1,discocyte,3072.0,63.789,0.8027,342033.0,7102.2503,3764.0929
20110610_10,30,1,discocyte,2755.0,57.207,0.8094,284077.0,5898.8049,3126.2838
20110610_10,30,1,discocyte,3146.0,65.326,0.7929,338373.0,7026.2511,3723.8144
20110610_10,30,1,discocyte,6334.0,131.524,0.4197,714450.0,14835.4185,7862.5635
20110610_10,30,1,discocyte,3005.0,62.398,0.7017,310105.0,6439.2714,3412.7234
20110610_10,30,1,discocyte,2889.0,59.99,0.8124,274968.0,5709.6583,3026.0387
20110610_10,30,1,discocyte,3084.0,64.039,0.8164,305899.0,6351.9346,3366.4362
20110610_10,30,1,discocyte,2520.0,52.327,0.8073,280683.0,5828.3292,3088.9326
20110610_10,30,1,discocyte,3541.0,73.528,0.7524,356343.0,7399.3947,3921.5753
20110610_10,30,1,discocyte,2852.0,59.221,0.7999,307883.0,6393.132,3388.2702
20110610_10,30,1,discocyte,4096.0,85.053,0.7573,407423.0,8460.0612,4483.7137
20110610_10,30,1,discocyte,3779.0,78.47,0.7353,369273.0,7667.8837,4063.8707
20110610_10,30,1,discocyte,3624.0,75.252,0.7654,330364.0,6859.9457,3635.6749
20110610_10,30,1,discocyte,7581.0,157.418,0.4413,718135.0,14911.9368,7903.1172
20110610_10,30,1,discocyte,3883.0,80.63,0.73,391412.0,8127.5958,4307.5117
20110610_10,30,1,discocyte,3431.0,71.244,0.7999,343300.0,7128.5593,3778.0363
20110610_10,30,1,discocyte,2114.0,43.897,0.7753,237239.0,4926.2228,2610.8289
20110610_10,30,1,discocyte,2840.0,58.972,0.7239,292486.0,6073.4162,3218.8253
20110610_10,30,1,discocyte,3353.0,69.624,0.7883,340935.0,7079.4505,3752.0094
20110610_10,30,2,echinocyte,1853.0,38.477,0.7936,256294.0,5321.8962,2820.5303
20110610_10,30,2,echinocyte,1806.0,37.501,0.7357,280136.0,5816.9708,3082.9129
20110610_10,30,2,echinocyte,1029.0,21.367,0.7335,184391.0,3828.8441,2029.2336
20110610_10,30,2,echinocyte,1673.0,34.74,0.6433,280372.0,5821.8713,3085.5101
20110610_10,30,2,echinocyte,2271.0,47.157,0.5394,319061.0,6625.241,3511.2847
20110610_10,30,2,echinocyte,2028.0,42.111,0.7007,295208.0,6129.938,3248.7811
20110610_10,30,2,echinocyte,784.0,16.28,0.3429,99262.0,2061.1566,1092.384
20110610_10,30,3,spherocyte,2141.0,44.457,0.727,291429.0,6051.4678,3207.193
20110610_10,30,3,spherocyte,2002.0,41.571,0.8178,247104.0,5131.0676,2719.3938
20110610_10,30,3,spherocyte,3285.0,68.212,0.7865,395800.0,8218.7118,4355.8019
20110610_10,30,3,spherocyte,2534.0,52.618,0.7267,318075.0,6604.7669,3500.4338
20110610_10,30,3,spherocyte,2281.0,47.365,0.7364,290376.0,6029.6025,3195.6047
20110610_10,30,4,stomatocyte,2114.0,43.897,0.7624,270256.0,5611.8145,2974.1829
20110610_10,30,4,stomatocyte,967.0,20.08,0.7356,149590.0,3106.2079,1646.2466
20110610_3,30,1,discocyte,3402.0,70.642,0.7402,287188.0,5963.4043,3160.5205
20110610_3,30,1,discocyte,939.0,19.498,0.3556,100204.0,2080.717,1102.7508
20110610_3,30,1,discocyte,3940.0,81.813,0.7914,339845.0,7056.8169,3740.0139
20110610_3,30,1,discocyte,6727.0,139.685,0.4765,610696.0,12680.9864,6720.7448
20110610_3,30,1,discocyte,2785.0,57.83,0.7319,268475.0,5574.8324,2954.5829
20110610_3,30,1,discocyte,890.0,18.481,0.3073,78214.0,1624.0988,860.7496
20110610_3,30,1,discocyte,7063.0,146.662,0.3676,601698.0,12494.1446,6621.7213
20110610_3,30,1,discocyte,2579.0,53.552,0.8305,273084.0,5670.5374,3005.3052
20110610_3,30,1,discocyte,4022.0,83.516,0.84,319623.0,6636.9109,3517.4696
20110610_3,30,1,discocyte,2360.0,49.005,0.5552,232171.0,4820.9867,2555.0553
20110610_3,30,1,discocyte,6739.0,139.934,0.3773,602162.0,12503.7795,6626.8276
20110610_3,30,1,discocyte,3477.0,72.199,0.7637,302213.0,6275.3955,3325.8715
20110610_3,30,1,discocyte,7208.0,149.673,0.4348,654902.0,13598.9156,7207.2343
20110610_3,30,1,discocyte,3433.0,71.286,0.7719,292627.0,6076.3441,3220.377
20110610_3,30,1,discocyte,1085.0,22.53,0.6904,101532.0,2108.2927,1117.3655
20110610_3,30,1,discocyte,2914.0,60.509,0.7734,281463.0,5844.5257,3097.5166
20110610_3,30,1,discocyte,3214.0,66.738,0.7493,305870.0,6351.3324,3366.117
20110610_3,30,1,discocyte,3351.0,69.583,0.7495,323405.0,6715.4434,3559.0907
20110610_3,30,1,discocyte,2997.0,62.232,0.8045,303149.0,6294.8314,3336.1723
20110610_3,30,1,discocyte,756.0,15.698,0.4458,67383.0,1399.1952,741.5538
20110610_3,30,1,discocyte,2663.0,55.297,0.7399,244206.0,5070.8912,2687.5011
20110610_3,30,1,discocyte,1961.0,40.72,0.4114,183693.0,3814.3502,2021.5521
20110610_3,30,1,discocyte,2249.0,46.7,0.7931,215670.0,4478.3466,2373.4608
20110610_3,30,2,echinocyte,1483.0,30.794,0.4038,200923.0,4172.1279,2211.1692
20110610_3,30,2,echinocyte,1320.0,27.41,0.7762,193818.0,4024.5939,2132.9783
20110610_3,30,2,echinocyte,3711.0,77.058,0.3826,502832.0,10441.2109,5533.6952
20110610_3,30,2,echinocyte,2256.0,46.845,0.4811,296767.0,6162.3104,3265.938
20110610_3,30,2,echinocyte,1810.0,37.584,0.6439,229525.0,4766.043,2525.9359
20110610_3,30,2,echinocyte,1464.0,30.4,0.8052,201101.0,4175.8241,2213.1281
20110610_3,30,2,echinocyte,1769.0,36.733,0.8092,248572.0,5161.5504,2735.5492
20110610_3,30,2,echinocyte,1369.0,28.427,0.5266,199252.0,4137.4299,2192.7798
20110610_3,30,2,echinocyte,3676.0,76.331,0.3744,540713.0,11227.8027,5950.5778
20110610_3,30,2,echinocyte,1843.0,38.27,0.7216,252400.0,5241.038,2777.6766
20110610_3,30,2,echinocyte,885.0,18.377,0.2398,158179.0,3284.5569,1740.769
20110610_3,30,2,echinocyte,1425.0,29.59,0.8352,210225.0,4365.2822,2313.5383
20110610_3,30,2,echinocyte,1368.0,28.406,0.316,236256.0,4905.811,2600.0109
20110610_3,30,3,spherocyte,2124.0,44.104,0.6113,196137.0,4072.7475,2158.499
20110610_3,30,3,spherocyte,2001.0,41.55,0.7736,211834.0,4398.6928,2331.2454
20110610_3,30,3,spherocyte,1283.0,26.641,0.5318,189548.0,3935.9282,2085.9867
20110610_3,30,3,spherocyte,1716.0,35.632,0.5366,203556.0,4226.8017,2240.1455
20110610_3,30,3,spherocyte,2759.0,57.29,0.7315,283550.0,5887.8619,3120.4841
20110610_3,30,3,spherocyte,2137.0,44.374,0.2738,182156.0,3782.4347,2004.6373
20110610_3,30,3,spherocyte,3074.0,63.831,0.8022,301592.0,6262.5006,3319.0374
20110610_3,30,3,spherocyte,1850.0,38.415,0.8125,250478.0,5201.1281,2756.5249
20110610_3,30,3,spherocyte,2499.0,51.891,0.8594,259086.0,5379.8716,2851.2564
20110610_3,30,3,spherocyte,2828.0,58.723,0.8012,287379.0,5967.3703,3162.6225
20110610_3,30,3,spherocyte,5150.0,106.939,0.2037,564634.0,11724.5177,6213.8298
20110610_3,30,3,spherocyte,2990.0,62.087,0.7521,307748.0,6390.3287,3386.7845
20110610_3,30,4,stomatocyte,2297.0,47.697,0.8271,242258.0,5030.4413,2666.0633
20110610_3,30,4,stomatocyte,2504.0,51.995,0.5894,293537.0,6095.24,3230.3916
20110610_4,30,1,discocyte,3333.0,69.209,0.7928,355761.0,7387.3096,3915.1704
20110610_4,30,1,discocyte,2847.0,59.117,0.7503,320550.0,6656.1598,3527.6713
20110610_4,30,1,discocyte,8438.0,175.213,0.242,948316.0,19691.6016,10436.2724
20110610_4,30,1,discocyte,3118.0,64.745,0.8081,335949.0,6975.9172,3697.1382
20110610_4,30,1,discocyte,6503.0,135.034,0.4281,723102.0,15015.0756,7957.7793
20110610_4,30,1,discocyte,3419.0,70.995,0.8089,382161.0,7935.5006,4205.7039
20110610_4,30,1,discocyte,3841.0,79.758,0.7788,422938.0,8782.2272,4654.4571
20110610_4,30,1,discocyte,3119.0,64.765,0.834,372765.0,7740.3944,4102.3004
20110610_4,30,1,discocyte,8923.0,185.284,0.3945,1050417.0,21811.7094,11559.8998
20110610_4,30,1,discocyte,3739.0,77.64,0.8236,439674.0,9129.7471,4838.6378
20110610_4,30,1,discocyte,3531.0,73.321,0.8136,411385.0,8542.3314,4527.3157
20110610_4,30,1,discocyte,3048.0,63.291,0.7863,335804.0,6972.9063,3695.5424
20110610_4,30,1,discocyte,6383.0,132.542,0.5128,732461.0,15209.4135,8060.7756
20110610_4,30,1,discocyte,8844.0,183.644,0.3919,925938.0,19226.9266,10190.0012
20110610_4,30,1,discocyte,3275.0,68.005,0.7949,339876.0,7057.4606,3740.355
20110610_4,30,1,discocyte,3369.0,69.957,0.6915,366847.0,7617.5083,4037.1724
20110610_4,30,1,discocyte,7945.0,164.976,0.3218,868142.0,18026.8037,9553.9529
20110610_4,30,1,discocyte,3281.0,68.129,0.7949,393751.0,8176.1647,4333.2525
20110610_4,30,1,discocyte,3090.0,64.163,0.7922,355047.0,7372.4835,3907.3127
20110610_4,30,2,echinocyte,1913.0,39.723,0.7562,279200.0,5797.535,3072.6121
20110610_4,30,2,echinocyte,1809.0,37.564,0.4335,266780.0,5539.636,2935.9293
20110610_4,30,2,echinocyte,1895.0,39.349,0.7728,314524.0,6531.0311,3461.3548
20110610_4,30,2,echinocyte,1369.0,28.427,0.1758,183816.0,3816.9043,2022.9057
20110610_4,30,2,echinocyte,1412.0,29.32,0.6554,245093.0,5089.3096,2697.2626
20110610_4,30,2,echinocyte,2025.0,42.049,0.836,294491.0,6115.0497,3240.8905
20110610_4,30,2,echinocyte,1799.0,37.356,0.824,268708.0,5579.6706,2957.1471
20110610_4,30,2,echinocyte,1513.0,31.417,0.7968,223524.0,4641.4334,2459.8945
20110610_4,30,2,echinocyte,1861.0,38.643,0.7862,271642.0,5640.5945,2989.4359
20110610_4,30,3,spherocyte,1896.0,39.37,0.7772,223863.0,4648.4727,2463.6252
20110610_4,30,3,spherocyte,2998.0,62.253,0.8119,361492.0,7506.3127,3978.2403
20110610_4,30,3,spherocyte,1994.0,41.405,0.8132,280355.0,5821.5183,3085.323
20110610_4,30,3,spherocyte,3060.0,63.54,0.3302,402913.0,8366.4119,4434.0808
20110610_4,30,3,spherocyte,2676.0,55.567,0.7804,328927.0,6830.1067,3619.8606
20110610_4,30,3,spherocyte,2338.0,48.548,0.6905,308658.0,6409.2247,3396.7991
20110610_4,30,3,spherocyte,2674.0,55.525,0.7114,309736.0,6431.6092,3408.6626
20110610_4,30,4,stomatocyte,1786.0,37.086,0.6254,247139.0,5131.7944,2719.779
20110610_6,30,1,discocyte,1662.0,34.511,0.6991,201116.0,4176.1355,2213.2932
20110610_6,30,1,discocyte,2481.0,51.517,0.708,296244.0,6151.4504,3260.1823
20110610_6,30,1,discocyte,3346.0,69.479,0.748,366739.0,7615.2657,4035.9839
20110610_6,30,1,discocyte,3533.0,73.362,0.7558,392089.0,8141.6536,4314.9621
20110610_6,30,1,discocyte,3805.0,79.01,0.8101,407318.0,8457.8809,4482.5581
20110610_6,30,1,discocyte,751.0,15.594,0.7075,81181.0,1685.708,893.4016
20110610_6,30,1,discocyte,3257.0,67.631,0.7549,334785.0,6951.7469,3684.3283
20110610_6,30,1,discocyte,3843.0,79.799,0.6895,423071.0,8784.9889,4655.9208
20110610_6,30,1,discocyte,3138.0,65.16,0.7011,376092.0,7809.4789,4138.9142
20110610_6,30,1,discocyte,2184.0,45.35,0.3745,281483.0,5844.941,3097.7367
20110610_6,30,1,discocyte,2364.0,49.088,0.2552,273281.0,5674.628,3007.4732
20110610_6,30,1,discocyte,6903.0,143.339,0.2351,793176.0,16470.1489,8728.9477
20110610_6,30,1,discocyte,3270.0,67.901,0.7241,321774.0,6681.576,3541.1415
20110610_6,30,1,discocyte,3214.0,66.738,0.7166,327852.0,6807.7845,3608.0302
20110610_6,30,1,discocyte,2947.0,61.194,0.7667,347553.0,7216.872,3824.8408
20110610_6,30,1,discocyte,3560.0,73.923,0.8024,387983.0,8056.3933,4269.7753
20110610_6,30,1,discocyte,6459.0,134.12,0.4854,687943.0,14285.0057,7570.8525
20110610_6,30,1,discocyte,3160.0,65.617,0.82,305439.0,6342.3828,3361.3738
20110610_6,30,1,discocyte,3102.0,64.412,0.7473,338239.0,7023.4686,3722.3397
20110610_6,30,1,discocyte,1732.0,35.965,0.6774,189496.0,3934.8484,2085.4144
20110610_6,30,2,echinocyte,1821.0,37.813,0.5191,255239.0,5299.9893,2808.9199
20110610_6,30,2,echinocyte,3476.0,72.178,0.4012,564252.0,11716.5856,6209.6259
20110610_6,30,2,echinocyte,1795.0,37.273,0.7106,276698.0,5745.5814,3045.0775
20110610_6,30,2,echinocyte,1701.0,35.321,0.8088,264902.0,5500.6397,2915.2618
20110610_6,30,2,echinocyte,1632.0,33.888,0.8403,260832.0,5416.1269,2870.4712
20110610_6,30,2,echinocyte,1839.0,38.186,0.5597,273044.0,5669.7068,3004.865
20110610_6,30,2,echinocyte,1565.0,32.497,0.788,251968.0,5232.0676,2772.9224
20110610_6,30,2,echinocyte,1697.0,35.238,0.7107,255878.0,5313.2581,2815.9522
20110610_6,30,3,spherocyte,2070.0,42.983,0.8432,299644.0,6222.0507,3297.5995
20110610_6,30,3,spherocyte,2263.0,46.991,0.8157,325717.0,6763.4516,3584.5344
20110610_6,30,3,spherocyte,2922.0,60.675,0.8092,329137.0,6834.4673,3622.1717
20110610_6,30,3,spherocyte,1861.0,38.643,0.7993,284531.0,5908.2322,3131.2801
20110610_6,30,3,spherocyte,1774.0,36.837,0.5414,193911.0,4026.5251,2134.0018
20110610_6,30,3,spherocyte,1949.0,40.471,0.785,287541.0,5970.7342,3164.4053
20110610_6,30,3,spherocyte,2707.0,56.21,0.7508,367717.0,7635.5736,4046.7468
20110610_6,30,3,spherocyte,1942.0,40.325,0.7357,306256.0,6359.3477,3370.365
20110610_6,30,3,spherocyte,2813.0,58.411,0.782,351559.0,7300.0558,3868.9271
20110610_6,30,4,stomatocyte,2261.0,46.949,0.7479,293450.0,6093.4335,3229.4342
20110610_6,30,4,stomatocyte,1651.0,34.283,0.6575,211312.0,4387.8535,2325.5008
20110610_9,30,1,discocyte,759.0,15.76,0.7095,74907.0,1555.4296,824.3559
20110610_9,30,1,discocyte,1882.0,39.079,0.7245,170587.0,3542.2066,1877.3198
20110610_9,30,1,discocyte,2759.0,57.29,0.772,233457.0,4847.6902,2569.2078
20110610_9,30,1,discocyte,2967.0,61.609,0.661,283801.0,5893.0738,3123.2464
20110610_9,30,1,discocyte,2722.0,56.522,0.6984,222668.0,4623.6587,2450.4742
20110610_9,30,1,discocyte,1347.0,27.97,0.3458,159008.0,3301.7709,1749.8922
20110610_9,30,1,discocyte,2649.0,55.006,0.806,238638.0,4955.2727,2626.225
20110610_9,30,1,discocyte,2452.0,50.915,0.805,244927.0,5085.8626,2695.4358
20110610_9,30,1,discocyte,5001.0,103.845,0.4762,447708.0,9296.5716,4927.0524
20110610_9,30,1,discocyte,2438.0,50.625,0.8159,221271.0,4594.6503,2435.1001
20110610_9,30,1,discocyte,2365.0,49.109,0.3931,217506.0,4516.4708,2393.6661
20110610_9,30,1,discocyte,6351.0,131.877,0.3809,567162.0,11777.0112,6241.6506
20110610_9,30,1,discocyte,4751.0,98.654,0.5378,466954.0,9696.2111,5138.8557
20110610_9,30,1,discocyte,2504.0,51.995,0.4335,233877.0,4856.4115,2573.8299
20110610_9,30,1,discocyte,2544.0,52.826,0.8072,211075.0,4382.9323,2322.8926
20110610_9,30,1,discocyte,2460.0,51.081,0.8195,239185.0,4966.6311,2632.2447
20110610_9,30,1,discocyte,1578.0,32.767,0.7039,165433.0,3435.1848,1820.5997
20110610_9,30,1,discocyte,2159.0,44.831,0.7181,209080.0,4341.5065,2300.9375
20110610_9,30,1,discocyte,2528.0,52.493,0.8037,232136.0,4820.2599,2554.6701
20110610_9,30,1,discocyte,3705.0,76.934,0.4887,346021.0,7185.0603,3807.9811
20110610_9,30,1,discocyte,3146.0,65.326,0.2899,279078.0,5795.0016,3071.2695
20110610_9,30,1,discocyte,2396.0,49.752,0.814,224510.0,4661.9075,2470.7455
20110610_9,30,1,discocyte,1310.0,27.202,0.6203,129509.0,2689.2298,1425.254
20110610_9,30,2,echinocyte,1733.0,35.985,0.8275,189003.0,3924.6114,2079.9889
20110610_9,30,2,echinocyte,1587.0,32.954,0.747,193527.0,4018.5514,2129.7758
20110610_9,30,2,echinocyte,1461.0,30.337,0.7963,192147.0,3989.8959,2114.5888
20110610_9,30,2,echinocyte,1451.0,30.13,0.7264,208368.0,4326.7219,2293.1019
20110610_9,30,2,echinocyte,1641.0,34.075,0.7529,178233.0,3700.9744,1961.4645
20110610_9,30,2,echinocyte,1409.0,29.258,0.8223,206014.0,4277.8416,2267.196
20110610_9,30,2,echinocyte,1661.0,34.49,0.2742,221812.0,4605.884,2441.0539
20110610_9,30,2,echinocyte,1602.0,33.265,0.8137,199517.0,4142.9326,2195.6961
20110610_9,30,2,echinocyte,764.0,15.864,0.3165,79289.0,1646.421,872.58
20110610_9,30,3,spherocyte,1669.0,34.656,0.7136,179797.0,3733.4505,1978.6764
20110610_9,30,3,spherocyte,2196.0,45.6,0.8214,226096.0,4694.8405,2488.1995
20110610_9,30,3,spherocyte,2389.0,49.607,0.8113,211084.0,4383.1192,2322.9916
20110610_9,30,3,spherocyte,1335.0,27.721,0.5617,174517.0,3623.8123,1920.5697
20110610_9,30,3,spherocyte,1348.0,27.991,0.2667,155325.0,3225.2941,1709.3606
20110610_9,30,3,spherocyte,2089.0,43.378,0.8533,223334.0,4637.4881,2457.8036
20110610_9,30,4,stomatocyte,749.0,15.553,0.3428,67053.0,1392.3428,737.9221
20110610_9,30,4,stomatocyte,1544.0,32.061,0.5115,188667.0,3917.6344,2076.2912
20110610_9,30,4,stomatocyte,2378.0,49.379,0.2842,295553.0,6137.1019,3252.5778
20110617_1,37,1,discocyte,2997.0,62.232,0.8259,312119.0,6481.0917,3434.8876
20110617_1,37,1,discocyte,3703.0,76.892,0.751,384366.0,7981.287,4229.97
20110617_1,37,1,discocyte,3527.0,73.237,0.742,329829.0,6848.8365,3629.7872
20110617_1,37,1,discocyte,3593.0,74.608,0.8081,355210.0,7375.8682,3909.1066
20110617_1,37,1,discocyte,3409.0,70.787,0.7854,325149.0,6751.6572,3578.2835
20110617_1,37,1,discocyte,3097.0,64.309,0.8213,284281.0,5903.041,3128.5288
20110617_1,37,1,discocyte,2635.0,54.715,0.6131,234149.0,4862.0595,2576.8233
20110617_1,37,1,discocyte,3090.0,64.163,0.7181,309373.0,6424.0716,3404.6677
20110617_1,37,2,echinocyte,1722.0,35.757,0.7266,252648.0,5246.1877,2780.4058
20110617_1,37,2,echinocyte,1752.0,36.38,0.855,266895.0,5542.024,2937.1949
20110617_1,37,2,echinocyte,942.0,19.56,0.1951,116732.0,2423.9178,1284.6424
20110617_1,37,2,echinocyte,1800.0,37.377,0.7452,258431.0,5366.2706,2844.0481
20110617_1,37,2,echinocyte,1867.0,38.768,0.8009,253952.0,5273.265,2794.7564
20110617_1,37,2,echinocyte,1735.0,36.027,0.7868,255945.0,5314.6493,2816.6895
20110617_1,37,2,echinocyte,1976.0,41.031,0.7736,258394.0,5365.5023,2843.6409
20110617_1,37,2,echinocyte,1959.0,40.678,0.8329,292198.0,6067.436,3215.6559
20110617_1,37,2,echinocyte,1938.0,40.242,0.7027,307027.0,6375.3573,3378.8499
20110617_1,37,2,echinocyte,1895.0,39.349,0.7373,255335.0,5301.9828,2809.9764
20110617_1,37,2,echinocyte,1881.0,39.059,0.7928,253318.0,5260.1001,2787.7792
20110617_1,37,2,echinocyte,1048.0,21.762,0.2803,159030.0,3302.2277,1750.1343
20110617_1,37,3,spherocyte,1935.0,40.18,0.6604,232061.0,4818.7026,2553.8447
20110617_1,37,3,spherocyte,2063.0,42.838,0.7675,284513.0,5907.8584,3131.082
20110617_1,37,3,spherocyte,1579.0,32.788,0.7814,167863.0,3485.6433,1847.342
20110617_1,37,3,spherocyte,1860.0,38.623,0.8259,244127.0,5069.2508,2686.6317
20110617_1,37,3,spherocyte,2711.0,56.293,0.7828,317965.0,6602.4828,3499.2232
20110617_1,37,3,spherocyte,2290.0,47.551,0.8225,234021.0,4859.4016,2575.4146
20110617_1,37,3,spherocyte,1919.0,39.848,0.7771,225135.0,4674.8855,2477.6237
20110617_1,37,4,stomatocyte,995.0,20.661,0.3444,150417.0,3123.3804,1655.3478
20110617_1,37,4,stomatocyte,1914.0,39.744,0.7113,284283.0,5903.0825,3128.5508
20110617_1,37,4,stomatocyte,2101.0,43.627,0.6852,230605.0,4788.469,2537.8213
20110617_1,37,4,stomatocyte,850.0,17.65,0.3154,125775.0,2611.694,1384.1611
20110617_10,37,1,discocyte,1784.0,37.044,0.477,165110.0,3428.4778,1817.0451
20110617_10,37,1,discocyte,2481.0,51.517,0.8359,255953.0,5314.8154,2816.7776
20110617_10,37,1,discocyte,2471.0,51.31,0.781,223094.0,4632.5045,2455.1624
20110617_10,37,1,discocyte,3252.0,67.527,0.8259,318980.0,6623.5591,3510.3933
20110617_10,37,1,discocyte,2355.0,48.901,0.8208,239998.0,4983.5129,2641.1919
20110617_10,37,1,discocyte,2219.0,46.077,0.7726,238122.0,4944.5581,2620.5464
20110617_10,37,1,discocyte,4549.0,94.459,0.2976,518002.0,10756.2131,5700.6419
20110617_10,37,1,discocyte,2986.0,62.004,0.8229,323985.0,6727.487,3565.4736
20110617_10,37,1,discocyte,2641.0,54.84,0.7278,320099.0,6646.7949,3522.708
20110617_10,37,1,discocyte,2627.0,54.549,0.8127,282476.0,5865.5605,3108.6647
20110617_10,37,2,echinocyte,1487.0,30.877,0.8768,219074.0,4549.03,2410.922
20110617_10,37,2,echinocyte,1765.0,36.65,0.7869,281227.0,5839.6252,3094.9194
20110617_10,37,2,echinocyte,1965.0,40.803,0.8176,285348.0,5925.197,3140.2712
20110617_10,37,2,echinocyte,1447.0,30.047,0.719,235743.0,4895.1586,2594.3653
20110617_10,37,2,echinocyte,1551.0,32.206,0.7972,225487.0,4682.1947,2481.4975
20110617_10,37,2,echinocyte,1089.0,22.613,0.6799,162700.0,3378.4346,1790.5229
20110617_10,37,3,spherocyte,1912.0,39.702,0.7176,250881.0,5209.4963,2760.9599
20110617_10,37,3,spherocyte,1498.0,31.106,0.8186,239173.0,4966.3819,2632.1127
20110617_10,37,3,spherocyte,1641.0,34.075,0.7601,247713.0,5143.7134,2726.0959
20110617_10,37,4,stomatocyte,1025.0,21.284,0.4578,139494.0,2896.5664,1535.1395
20110617_3,37,1,discocyte,1305.0,27.098,0.7103,109571.0,2275.221,1205.8352
20110617_3,37,1,discocyte,3345.0,69.458,0.7753,264316.0,5488.4715,2908.8129
20110617_3,37,1,discocyte,2016.0,41.862,0.7691,178640.0,3709.4257,1965.9435
20110617_3,37,1,discocyte,3220.0,66.863,0.5195,277578.0,5763.8544,3054.7619
20110617_3,37,1,discocyte,3626.0,75.293,0.7442,348842.0,7243.6379,3839.0264
20110617_3,37,1,discocyte,3138.0,65.16,0.7386,272170.0,5651.5583,2995.2466
20110617_3,37,1,discocyte,3278.0,68.067,0.7245,301633.0,6263.3519,3319.4886
20110617_3,37,1,discocyte,3353.0,69.624,0.8055,324802.0,6744.4518,3574.4648
20110617_3,37,1,discocyte,6991.0,145.167,0.4764,670497.0,13922.7428,7378.8582
20110617_3,37,1,discocyte,1813.0,37.647,0.7331,163922.0,3403.8092,1803.9711
20110617_3,37,1,discocyte,2840.0,58.972,0.7791,282355.0,5863.0479,3107.3331
20110617_3,37,1,discocyte,6783.0,140.848,0.4258,618606.0,12845.2361,6807.7948
20110617_3,37,1,discocyte,2582.0,53.615,0.8266,286613.0,5951.4645,3154.1926
20110617_3,37,1,discocyte,2010.0,41.737,0.2766,229491.0,4765.337,2525.5617
20110617_3,37,1,discocyte,2679.0,55.629,0.6209,301805.0,6266.9235,3321.3815
20110617_3,37,2,echinocyte,1441.0,29.922,0.7287,179854.0,3734.6341,1979.3037
20110617_3,37,2,echinocyte,1581.0,32.829,0.7696,212520.0,4412.9374,2338.7949
20110617_3,37,2,echinocyte,1811.0,37.605,0.7831,232936.0,4836.8718,2563.4741
20110617_3,37,2,echinocyte,1673.0,34.74,0.7828,233871.0,4856.2869,2573.7639
20110617_3,37,2,echinocyte,1363.0,28.302,0.7205,202288.0,4200.4719,2226.1911
20110617_3,37,2,echinocyte,3950.0,82.021,0.286,506243.0,10512.0397,5571.2335
20110617_3,37,2,echinocyte,1869.0,38.809,0.7918,255049.0,5296.044,2806.829
20110617_3,37,2,echinocyte,1022.0,21.222,0.3032,131356.0,2727.5824,1445.5804
20110617_3,37,2,echinocyte,1868.0,38.789,0.5459,239849.0,4980.4189,2639.5521
20110617_3,37,2,echinocyte,1968.0,40.865,0.6654,248822.0,5166.7416,2738.3005
20110617_3,37,2,echinocyte,1844.0,38.29,0.6131,228894.0,4752.9404,2518.9917
