stem,storage_day,pred_class,class_name,area_px2,area_um2,circularity,V_phi_rad_px2,V_phi_rad_um2,dry_mass_pg
20110617_3,37,2,echinocyte,1701.0,35.321,0.8538,248127.0,5152.31,2730.652
20110617_3,37,2,echinocyte,1434.0,29.777,0.5082,207593.0,4310.6292,2284.573
20110617_3,37,2,echinocyte,3702.0,76.871,0.4628,485357.0,10078.3459,5341.3818
20110617_3,37,2,echinocyte,1653.0,34.324,0.6386,244191.0,5070.5797,2687.3361
20110617_3,37,2,echinocyte,1449.0,30.088,0.7948,217581.0,4518.0281,2394.4915
20110617_3,37,2,echinocyte,1522.0,31.604,0.797,251895.0,5230.5518,2772.119
20110617_3,37,3,spherocyte,1603.0,33.286,0.7847,190104.0,3947.4734,2092.1055
20110617_3,37,3,spherocyte,3401.0,70.621,0.7332,329525.0,6842.524,3626.4417
20110617_3,37,3,spherocyte,2701.0,56.086,0.7134,275766.0,5726.2286,3034.8208
20110617_3,37,3,spherocyte,2991.0,62.108,0.7641,279651.0,5806.8999,3077.5754
20110617_3,37,3,spherocyte,2671.0,55.463,0.8069,302200.0,6275.1256,3325.7285
20110617_3,37,4,stomatocyte,1698.0,35.259,0.6433,248924.0,5168.8596,2739.423
20110617_3,37,4,stomatocyte,1588.0,32.975,0.5585,220260.0,4573.6571,2423.974
20110617_3,37,4,stomatocyte,2459.0,51.061,0.7263,256063.0,5317.0995,2817.9881
20110617_6,37,1,discocyte,725.0,15.054,0.5735,77840.0,1616.3328,856.6337
20110617_6,37,1,discocyte,2802.0,58.183,0.7793,295111.0,6127.9238,3247.7136
20110617_6,37,1,discocyte,1711.0,35.529,0.7106,172839.0,3588.969,1902.1032
20110617_6,37,1,discocyte,4588.0,95.269,0.4673,445453.0,9249.7469,4902.236
20110617_6,37,1,discocyte,2917.0,60.571,0.8283,290581.0,6033.8593,3197.8607
20110617_6,37,1,discocyte,2586.0,53.698,0.8114,271370.0,5634.9465,2986.4425
20110617_6,37,1,discocyte,2867.0,59.533,0.8062,338092.0,7020.4161,3720.722
20110617_6,37,1,discocyte,3134.0,65.077,0.8516,327170.0,6793.6229,3600.5248
20110617_6,37,1,discocyte,2573.0,53.428,0.8172,221813.0,4605.9048,2441.0649
20110617_6,37,1,discocyte,3097.0,64.309,0.7667,309550.0,6427.7469,3406.6156
20110617_6,37,1,discocyte,1200.0,24.918,0.6,137807.0,2861.5362,1516.574
20110617_6,37,2,echinocyte,1355.0,28.136,0.7905,199236.0,4137.0977,2192.6037
20110617_6,37,2,echinocyte,1861.0,38.643,0.7765,279308.0,5799.7776,3073.8007
20110617_6,37,2,echinocyte,1382.0,28.697,0.7495,194037.0,4029.1414,2135.3884
20110617_6,37,2,echinocyte,2040.0,42.36,0.7367,280302.0,5820.4178,3084.7397
20110617_6,37,2,echinocyte,1963.0,40.761,0.8917,299464.0,6218.3131,3295.6186
20110617_6,37,2,echinocyte,1674.0,34.76,0.7913,266900.0,5542.1278,2937.2499
20110617_6,37,2,echinocyte,1614.0,33.514,0.7969,229254.0,4760.4158,2522.9535
20110617_6,37,2,echinocyte,1748.0,36.297,0.7933,258825.0,5374.4519,2848.3841
20110617_6,37,2,echinocyte,790.0,16.404,0.7166,121889.0,2531.0019,1341.3955
20110617_6,37,2,echinocyte,1419.0,29.465,0.6796,223033.0,4631.2379,2454.4911
20110617_6,37,2,echinocyte,1909.0,39.64,0.6572,293614.0,6096.8389,3231.239
20110617_6,37,2,echinocyte,1713.0,35.57,0.7576,233070.0,4839.6543,2564.9488
20110617_6,37,2,echinocyte,1834.0,38.083,0.841,238001.0,4942.0455,2619.2148
20110617_6,37,2,echinocyte,2984.0,61.962,0.2877,400693.0,8320.314,4409.6496
20110617_6,37,2,echinocyte,1681.0,34.906,0.7458,214671.0,4457.6025,2362.4668
20110617_6,37,2,echinocyte,3928.0,81.564,0.5495,512147.0,10634.6351,5636.2073
20110617_6,37,2,echinocyte,1695.0,35.196,0.8059,206578.0,4289.5529,2273.4028
20110617_6,37,2,echinocyte,1648.0,34.22,0.8151,206683.0,4291.7332,2274.5584
20110617_6,37,3,spherocyte,3288.0,68.275,0.2215,419261.0,8705.875,4613.9915
20110617_6,37,3,spherocyte,2244.0,46.596,0.6012,282831.0,5872.932,3112.5715
20110617_6,37,3,spherocyte,2185.0,45.371,0.83,282863.0,5873.5965,3112.9237
20110617_6,37,3,spherocyte,2634.0,54.695,0.5849,261865.0,5437.577,2881.8395
20110617_6,37,3,spherocyte,2688.0,55.816,0.8042,304554.0,6324.0059,3351.6344
20110617_6,37,3,spherocyte,1068.0,22.177,0.4499,140863.0,2924.9934,1550.2055
20110617_6,37,3,spherocyte,1500.0,31.147,0.789,206060.0,4278.7967,2267.7022
20110617_6,37,3,spherocyte,1796.0,37.294,0.7897,238345.0,4949.1886,2623.0005
20110617_6,37,3,spherocyte,2680.0,55.65,0.7845,291693.0,6056.9497,3210.0983
20110617_6,37,3,spherocyte,2975.0,61.775,0.7897,258262.0,5362.7614,2842.1882
20110617_6,37,3,spherocyte,1877.0,38.976,0.7861,228881.0,4752.6705,2518.8486
20110617_6,37,3,spherocyte,1733.0,35.985,0.5393,235098.0,4881.7653,2587.2671
20110617_6,37,3,spherocyte,1945.0,40.388,0.5286,227262.0,4719.0523,2501.0314
20110617_6,37,4,stomatocyte,1359.0,28.219,0.7828,158340.0,3287.9,1742.5408
20110617_8,37,1,discocyte,1687.0,35.03,0.6968,157070.0,3261.5287,1728.5644
20110617_8,37,1,discocyte,2834.0,58.847,0.7864,277886.0,5770.25,3058.1515
20110617_8,37,1,discocyte,3289.0,68.295,0.8246,353467.0,7339.6751,3889.9248
20110617_8,37,1,discocyte,2571.0,53.386,0.8047,281678.0,5848.9902,3099.8827
20110617_8,37,1,discocyte,2338.0,48.548,0.4256,232730.0,4832.5942,2561.2071
20110617_8,37,1,discocyte,5270.0,109.431,0.4645,567740.0,11789.0132,6248.0115
20110617_8,37,1,discocyte,2998.0,62.253,0.827,313253.0,6504.639,3447.3674
20110617_8,37,1,discocyte,2619.0,54.383,0.8384,327132.0,6792.8338,3600.1066
20110617_8,37,1,discocyte,2851.0,59.2,0.8032,299618.0,6221.5108,3297.3134
20110617_8,37,1,discocyte,2804.0,58.225,0.7683,321038.0,6666.2931,3533.0417
20110617_8,37,1,discocyte,2771.0,57.539,0.8544,312851.0,6496.2916,3442.9433
20110617_8,37,1,discocyte,2908.0,60.384,0.7934,304997.0,6333.2048,3356.5096
20110617_8,37,2,echinocyte,793.0,16.466,0.8575,114817.0,2384.1532,1263.5677
20110617_8,37,2,echinocyte,909.0,18.875,0.7465,142841.0,2966.0662,1571.9735
20110617_8,37,2,echinocyte,1721.0,35.736,0.7892,205470.0,4266.5455,2261.2092
20110617_8,37,2,echinocyte,2213.0,45.953,0.3962,306693.0,6368.4219,3375.1742
20110617_8,37,2,echinocyte,1543.0,32.04,0.8913,220791.0,4584.6832,2429.8177
20110617_8,37,2,echinocyte,1634.0,33.93,0.7964,225900.0,4690.7706,2486.0426
20110617_8,37,2,echinocyte,1798.0,37.335,0.6453,232529.0,4828.4205,2558.9951
20110617_8,37,2,echinocyte,1569.0,32.58,0.8125,227795.0,4730.1199,2506.8971
20110617_8,37,2,echinocyte,1470.0,30.524,0.8201,200325.0,4159.7106,2204.5882
20110617_8,37,2,echinocyte,1300.0,26.994,0.8611,176876.0,3672.7965,1946.5306
20110617_8,37,2,echinocyte,1536.0,31.895,0.7079,197991.0,4111.2455,2178.9024
20110617_8,37,2,echinocyte,1673.0,34.74,0.813,239822.0,4979.8583,2639.255
20110617_8,37,2,echinocyte,1254.0,26.039,0.7429,203950.0,4234.983,2244.4815
20110617_8,37,2,echinocyte,1481.0,30.753,0.835,240423.0,4992.3379,2645.869
20110617_8,37,3,spherocyte,1358.0,28.199,0.2182,202290.0,4200.5134,2226.2131
20110617_8,37,3,spherocyte,2009.0,41.717,0.7887,232613.0,4830.1647,2559.9195
20110617_8,37,3,spherocyte,2223.0,46.16,0.8026,254809.0,5291.0605,2804.1878
20110617_8,37,3,spherocyte,1773.0,36.816,0.3893,206664.0,4291.3387,2274.3493
20110617_8,37,3,spherocyte,2245.0,46.617,0.8051,239057.0,4963.9732,2630.8361
20110617_8,37,3,spherocyte,2276.0,47.261,0.8549,286418.0,5947.4154,3152.0466
20110617_8,37,3,spherocyte,3509.0,72.864,0.7248,458020.0,9510.6983,5040.5366
20110617_9,37,1,discocyte,1637.0,33.992,0.6312,119902.0,2489.7422,1319.5284
20110617_9,37,1,discocyte,7027.0,145.914,0.4454,626681.0,13012.9119,6896.6606
20110617_9,37,1,discocyte,3658.0,75.958,0.7402,369202.0,7666.4094,4063.0893
20110617_9,37,1,discocyte,3217.0,66.8,0.6787,293765.0,6099.9744,3232.9008
20110617_9,37,1,discocyte,3006.0,62.419,0.7872,291930.0,6061.871,3212.7065
20110617_9,37,1,discocyte,3217.0,66.8,0.7957,302363.0,6278.5102,3327.5223
20110617_9,37,1,discocyte,3135.0,65.098,0.6917,312128.0,6481.2786,3434.9867
20110617_9,37,1,discocyte,2668.0,55.401,0.7646,224114.0,4653.6846,2466.3875
20110617_9,37,2,echinocyte,1481.0,30.753,0.8251,197625.0,4103.6456,2174.8745
20110617_9,37,2,echinocyte,1517.0,31.5,0.8921,227362.0,4721.1287,2502.1319
20110617_9,37,2,echinocyte,1640.0,34.054,0.7888,229227.0,4759.8551,2522.6564
20110617_9,37,2,echinocyte,1860.0,38.623,0.8037,266973.0,5543.6436,2938.0533
20110617_9,37,2,echinocyte,1972.0,40.948,0.7951,250648.0,5204.6581,2758.3957
20110617_9,37,2,echinocyte,2002.0,41.571,0.7528,269929.0,5605.0244,2970.5842
20110617_9,37,2,echinocyte,1939.0,40.263,0.773,263699.0,5475.6596,2902.0227
20110617_9,37,2,echinocyte,1938.0,40.242,0.7664,258471.0,5367.1012,2844.4883
20110617_9,37,3,spherocyte,1751.0,36.359,0.7798,181786.0,3774.7518,2000.5654
20110617_9,37,3,spherocyte,2071.0,43.004,0.8436,268994.0,5585.6093,2960.2945
20110617_9,37,3,spherocyte,2558.0,53.116,0.7804,242604.0,5037.626,2669.871
20110617_9,37,3,spherocyte,898.0,18.647,0.3954,111944.0,2324.4959,1231.9502
20110617_9,37,3,spherocyte,1788.0,37.127,0.8282,242313.0,5031.5834,2666.6686
20110617_9,37,3,spherocyte,1854.0,38.498,0.8552,230209.0,4780.2461,2533.4633
20110617_9,37,4,stomatocyte,1654.0,34.345,0.6101,216611.0,4497.8863,2383.8166
20110617_9,37,4,stomatocyte,1725.0,35.819,0.4333,217384.0,4513.9375,2392.3235
20110627_1,47,1,discocyte,3584.0,74.421,0.7764,316822.0,6578.7486,3486.6444
20110627_1,47,1,discocyte,3580.0,74.338,0.6687,294277.0,6110.606,3238.5354
20110627_1,47,1,discocyte,2225.0,46.202,0.612,191135.0,3968.882,2103.4517
20110627_1,47,1,discocyte,3822.0,79.363,0.8004,318759.0,6618.9701,3507.9612
20110627_1,47,1,discocyte,3648.0,75.75,0.7887,313715.0,6514.2324,3452.4517
20110627_1,47,1,discocyte,2978.0,61.838,0.5368,270835.0,5623.8373,2980.5548
20110627_1,47,1,discocyte,2136.0,44.354,0.6721,179253.0,3722.1545,1972.6896
20110627_1,47,2,echinocyte,1684.0,34.968,0.7386,249865.0,5188.3993,2749.7788
20110627_1,47,2,echinocyte,1587.0,32.954,0.752,183914.0,3818.9393,2023.9842
20110627_1,47,2,echinocyte,1767.0,36.691,0.7663,220847.0,4585.846,2430.434
20110627_1,47,2,echinocyte,1967.0,40.844,0.6954,222267.0,4615.332,2446.0612
20110627_1,47,2,echinocyte,1839.0,38.186,0.7613,236261.0,4905.9148,2600.066
20110627_1,47,2,echinocyte,1982.0,41.156,0.8039,250528.0,5202.1663,2757.0751
20110627_1,47,2,echinocyte,1628.0,33.805,0.6478,260681.0,5412.9914,2868.8095
20110627_1,47,2,echinocyte,1742.0,36.172,0.701,253326.0,5260.2663,2787.8673
20110627_1,47,2,echinocyte,2030.0,42.153,0.7004,270381.0,5614.4101,2975.5585
20110627_1,47,2,echinocyte,1746.0,36.255,0.7987,204819.0,4253.0276,2254.0449
20110627_1,47,2,echinocyte,1651.0,34.283,0.7487,228416.0,4743.0148,2513.7313
20110627_1,47,2,echinocyte,2686.0,55.774,0.1846,355703.0,7386.1052,3914.5321
20110627_1,47,2,echinocyte,3673.0,76.269,0.2694,482793.0,10025.1049,5313.1649
20110627_1,47,2,echinocyte,4163.0,86.444,0.3771,548013.0,11379.3858,6030.9147
20110627_1,47,2,echinocyte,1392.0,28.905,0.2255,173488.0,3602.4454,1909.2455
20110627_1,47,2,echinocyte,1793.0,37.231,0.8088,271124.0,5629.8383,2983.7353
20110627_1,47,2,echinocyte,1179.0,24.482,0.7663,166632.0,3460.0818,1833.7948
20110627_1,47,3,spherocyte,1599.0,33.203,0.8566,223760.0,4646.3339,2462.4917
20110627_1,47,3,spherocyte,1315.0,27.306,0.5533,170158.0,3533.2985,1872.5986
20110627_1,47,3,spherocyte,2135.0,44.333,0.8247,269826.0,5602.8856,2969.4507
20110627_1,47,3,spherocyte,1929.0,40.055,0.7766,236574.0,4912.4142,2603.5105
20110627_1,47,3,spherocyte,1612.0,33.473,0.6971,220111.0,4570.5631,2422.3343
20110627_1,47,3,spherocyte,1326.0,27.534,0.5353,169990.0,3529.8101,1870.7498
20110627_1,47,3,spherocyte,1692.0,35.134,0.6955,205205.0,4261.0428,2258.2929
20110627_1,47,3,spherocyte,1302.0,27.036,0.6719,204818.0,4253.0069,2254.0339
20110627_1,47,3,spherocyte,2090.0,43.398,0.8021,241723.0,5019.3322,2660.1756
20110627_1,47,3,spherocyte,2934.0,60.924,0.8005,247789.0,5145.2915,2726.9323
20110627_1,47,3,spherocyte,1816.0,37.709,0.7985,248076.0,5151.251,2730.0907
20110627_1,47,3,spherocyte,1189.0,24.689,0.3164,112207.0,2329.957,1234.8445
20110627_1,47,3,spherocyte,1690.0,35.093,0.8272,226196.0,4696.917,2489.3
20110627_1,47,3,spherocyte,2051.0,42.589,0.7104,262223.0,5445.0108,2885.7793
20110627_1,47,4,stomatocyte,974.0,20.225,0.5258,156101.0,3241.4076,1717.9005
20110627_1,47,4,stomatocyte,1709.0,35.487,0.5068,228756.0,4750.0749,2517.473
20110627_10,47,1,discocyte,1101.0,22.862,0.2723,96251.0,1998.6337,1059.2478
20110627_10,47,1,discocyte,3371.0,69.998,0.7925,287142.0,5962.4491,3160.0143
20110627_10,47,1,discocyte,3144.0,65.285,0.5825,240399.0,4991.8396,2645.6049
20110627_10,47,1,discocyte,1596.0,33.141,0.7161,145312.0,3017.3761,1599.167
20110627_10,47,1,discocyte,1925.0,39.972,0.7611,160071.0,3323.8439,1761.5906
20110627_10,47,2,echinocyte,1537.0,31.916,0.7424,202381.0,4202.403,2227.2146
20110627_10,47,2,echinocyte,1270.0,26.371,0.4173,181362.0,3765.9475,1995.8993
20110627_10,47,2,echinocyte,1397.0,29.008,0.5957,212622.0,4415.0554,2339.9174
20110627_10,47,2,echinocyte,1546.0,32.102,0.7503,204151.0,4239.1567,2246.6935
20110627_10,47,2,echinocyte,1370.0,28.448,0.7774,190554.0,3956.8176,2097.0578
20110627_10,47,2,echinocyte,1306.0,27.119,0.6535,166399.0,3455.2436,1831.2306
20110627_10,47,2,echinocyte,1353.0,28.095,0.7667,190810.0,3962.1334,2099.8751
20110627_10,47,2,echinocyte,1764.0,36.629,0.8459,232892.0,4835.9581,2562.9899
20110627_10,47,2,echinocyte,1652.0,34.303,0.8171,209969.0,4359.9664,2310.721
20110627_10,47,2,echinocyte,735.0,15.262,0.491,97405.0,2022.5963,1071.9477
20110627_10,47,2,echinocyte,1634.0,33.93,0.4557,211299.0,4387.5836,2325.3577
20110627_10,47,2,echinocyte,1634.0,33.93,0.7746,207620.0,4311.1899,2284.8701
20110627_10,47,2,echinocyte,1615.0,33.535,0.833,238304.0,4948.3373,2622.5493
20110627_10,47,2,echinocyte,1583.0,32.871,0.7829,191171.0,3969.6295,2103.8479
20110627_10,47,2,echinocyte,1615.0,33.535,0.7905,218144.0,4529.7187,2400.6873
20110627_10,47,2,echinocyte,1593.0,33.078,0.7558,216144.0,4488.1891,2378.6772
20110627_10,47,2,echinocyte,1786.0,37.086,0.8092,211634.0,4394.5398,2329.0444
20110627_10,47,2,echinocyte,1808.0,37.543,0.833,187789.0,3899.4029,2066.6288
20110627_10,47,2,echinocyte,1554.0,32.269,0.2356,176302.0,3660.8775,1940.2137
20110627_10,47,2,echinocyte,3725.0,77.349,0.4144,412544.0,8566.3978,4540.0706
20110627_10,47,2,echinocyte,1863.0,38.685,0.6145,223873.0,4648.6803,2463.7353
20110627_10,47,2,echinocyte,1857.0,38.56,0.7444,212154.0,4405.3375,2334.767
20110627_10,47,2,echinocyte,1753.0,36.401,0.7762,163798.0,3401.2343,1802.6065
20110627_10,47,2,echinocyte,3131.0,65.015,0.3856,378600.0,7861.5571,4166.5149
20110627_10,47,2,echinocyte,1612.0,33.473,0.6182,230864.0,4793.8471,2540.6717
20110627_10,47,2,echinocyte,1833.0,38.062,0.8347,209391.0,4347.9643,2304.3601
20110627_10,47,2,echinocyte,1425.0,29.59,0.616,158845.0,3298.3862,1748.0984
20110627_10,47,3,spherocyte,1594.0,33.099,0.7353,230151.0,4779.0418,2532.8251
20110627_10,47,3,spherocyte,1990.0,41.322,0.7643,249958.0,5190.3304,2750.8022
20110627_10,47,3,spherocyte,1577.0,32.746,0.8395,204262.0,4241.4616,2247.9151
20110627_10,47,3,spherocyte,1654.0,34.345,0.7504,204785.0,4252.3216,2253.6708
20110627_10,47,3,spherocyte,1661.0,34.49,0.7318,223866.0,4648.535,2463.6583
20110627_10,47,3,spherocyte,2474.0,51.372,0.8444,286889.0,5957.1956,3157.23
20110627_10,47,3,spherocyte,1366.0,28.365,0.6179,160238.0,3327.3116,1763.4284
20110627_10,47,3,spherocyte,2598.0,53.947,0.7077,232369.0,4825.0981,2557.2343
20110627_10,47,3,spherocyte,1921.0,39.889,0.7638,232079.0,4819.0763,2554.0428
20110627_10,47,3,spherocyte,1329.0,27.596,0.6261,180107.0,3739.8876,1982.0879
20110627_10,47,3,spherocyte,4800.0,99.671,0.4025,415208.0,8621.7152,4569.388
20110627_10,47,3,spherocyte,2334.0,48.465,0.8236,280646.0,5827.5609,3088.5254
20110627_10,47,3,spherocyte,4214.0,87.503,0.4526,386279.0,8021.01,4251.0227
20110627_10,47,3,spherocyte,1478.0,30.69,0.5528,183548.0,3811.3393,2019.9563
20110627_10,47,3,spherocyte,1490.0,30.94,0.4783,114329.0,2374.02,1258.1973
20110627_10,47,4,stomatocyte,1738.0,36.089,0.7054,233540.0,4849.4137,2570.1212
20110627_10,47,4,stomatocyte,736.0,15.283,0.6092,119289.0,2477.0134,1312.7823
20110627_3,47,1,discocyte,2242.0,46.555,0.7106,186649.0,3875.731,2054.083
20110627_3,47,1,discocyte,3731.0,77.474,0.7308,369820.0,7679.242,4069.8905
20110627_3,47,2,echinocyte,2969.0,61.651,0.3378,411340.0,8541.3969,4526.8205
20110627_3,47,2,echinocyte,1432.0,29.735,0.7978,191828.0,3983.272,2111.0782
20110627_3,47,2,echinocyte,1458.0,30.275,0.5838,252177.0,5236.4075,2775.2225
20110627_3,47,2,echinocyte,1492.0,30.981,0.7591,209115.0,4342.2332,2301.3227
20110627_3,47,2,echinocyte,1860.0,38.623,0.8293,270142.0,5609.4473,2972.9283
20110627_3,47,2,echinocyte,1419.0,29.465,0.8435,203061.0,4216.5231,2234.698
20110627_3,47,2,echinocyte,1707.0,35.446,0.7212,245876.0,5105.5684,2705.8796
20110627_3,47,2,echinocyte,1415.0,29.382,0.6697,220516.0,4578.9728,2426.7913
20110627_3,47,2,echinocyte,3486.0,72.386,0.3509,495156.0,10281.8203,5449.2204
20110627_3,47,2,echinocyte,1631.0,33.867,0.8324,256500.0,5326.1738,2822.7973
20110627_3,47,2,echinocyte,1163.0,24.149,0.3228,168319.0,3495.1121,1852.3603
20110627_3,47,2,echinocyte,1718.0,35.674,0.812,217433.0,4514.9549,2392.8627
20110627_3,47,2,echinocyte,1364.0,28.323,0.8089,200918.0,4172.0241,2211.1142
20110627_3,47,2,echinocyte,1770.0,36.754,0.7961,228940.0,4753.8956,2519.4979
20110627_3,47,2,echinocyte,1467.0,30.462,0.7438,192142.0,3989.7921,2114.5338
20110627_3,47,2,echinocyte,1782.0,37.003,0.8633,255286.0,5300.9653,2809.4372
20110627_3,47,2,echinocyte,853.0,17.712,0.44,144258.0,2995.49,1587.5676
20110627_3,47,2,echinocyte,1444.0,29.984,0.3662,196263.0,4075.3639,2159.8857
20110627_3,47,2,echinocyte,1672.0,34.719,0.795,238026.0,4942.5647,2619.4899
20110627_3,47,2,echinocyte,869.0,18.045,0.6722,157714.0,3274.9012,1735.6517
20110627_3,47,2,echinocyte,1408.0,29.237,0.7092,203390.0,4223.3547,2238.3187
20110627_3,47,2,echinocyte,1317.0,27.347,0.1719,197953.0,4110.4564,2178.4842
20110627_3,47,2,echinocyte,1136.0,23.589,0.6645,188035.0,3904.511,2069.336
20110627_3,47,3,spherocyte,1829.0,37.979,0.7572,223432.0,4639.523,2458.8821
20110627_3,47,3,spherocyte,2124.0,44.104,0.7299,243504.0,5056.3143,2679.7756
20110627_3,47,3,spherocyte,1957.0,40.637,0.7755,225517.0,4682.8177,2481.8276
20110627_3,47,3,spherocyte,2687.0,55.795,0.7255,265552.0,5514.1368,2922.4151
20110627_3,47,3,spherocyte,2920.0,60.633,0.7967,292277.0,6069.0764,3216.5253
20110627_3,47,3,spherocyte,1848.0,38.373,0.8093,260753.0,5414.4865,2869.6018
20110627_3,47,3,spherocyte,4464.0,92.694,0.4065,516206.0,10718.9195,5680.8769
20110627_3,47,3,spherocyte,2167.0,44.997,0.7455,257086.0,5338.3419,2829.2463
20110627_3,47,3,spherocyte,2218.0,46.056,0.6888,314938.0,6539.6277,3465.9109
20110627_3,47,3,spherocyte,1435.0,29.798,0.695,196199.0,4074.035,2159.1813
20110627_3,47,3,spherocyte,2075.0,43.087,0.784,273719.0,5683.723,3012.2934
20110627_3,47,3,spherocyte,1721.0,35.736,0.7664,235935.0,4899.1454,2596.4783
20110627_3,47,3,spherocyte,4668.0,96.93,0.2301,671526.0,13944.1098,7390.1824
20110627_3,47,3,spherocyte,1913.0,39.723,0.7698,233194.0,4842.2291,2566.3134
20110627_3,47,3,spherocyte,2019.0,41.924,0.7658,265648.0,5516.1302,2923.4716
20110627_3,47,3,spherocyte,4078.0,84.679,0.3748,535185.0,11113.0148,5889.7418
20110627_3,47,3,spherocyte,1809.0,37.564,0.8251,235496.0,4890.0297,2591.6471
20110627_3,47,3,spherocyte,1647.0,34.2,0.8575,230844.0,4793.4318,2540.4516
20110627_3,47,4,stomatocyte,842.0,17.484,0.6823,132184.0,2744.7756,1454.6926
20110627_3,47,4,stomatocyte,2117.0,43.959,0.6724,225462.0,4681.6756,2481.2223
20110627_3,47,4,stomatocyte,2409.0,50.022,0.4622,324668.0,6741.6693,3572.9901
20110627_4,47,1,discocyte,3553.0,73.777,0.7975,284656.0,5910.8278,3132.6557
20110627_4,47,1,discocyte,3085.0,64.059,0.7598,277719.0,5766.7823,3056.3136
20110627_4,47,1,discocyte,1682.0,34.926,0.2864,148900.0,3091.8802,1638.6531
20110627_4,47,2,echinocyte,1695.0,35.196,0.8012,202836.0,4211.851,2232.2219
20110627_4,47,2,echinocyte,1682.0,34.926,0.7303,210729.0,4375.7476,2319.0848
20110627_4,47,2,echinocyte,1516.0,31.479,0.7999,212170.0,4405.6697,2334.9431
20110627_4,47,2,echinocyte,1726.0,35.84,0.7639,215789.0,4480.8176,2374.7704
20110627_4,47,2,echinocyte,1306.0,27.119,0.7932,176423.0,3663.3901,1941.5453
20110627_4,47,2,echinocyte,1306.0,27.119,0.747,159783.0,3317.8636,1758.4211
20110627_4,47,2,echinocyte,1602.0,33.265,0.6864,212848.0,4419.7483,2342.4045
20110627_4,47,2,echinocyte,1309.0,27.181,0.5366,194973.0,4048.5773,2145.6891
20110627_4,47,2,echinocyte,1368.0,28.406,0.7667,210115.0,4362.9981,2312.3277
20110627_4,47,2,echinocyte,1743.0,36.193,0.8495,217409.0,4514.4566,2392.5986
20110627_4,47,2,echinocyte,1641.0,34.075,0.7646,211270.0,4386.9814,2325.0386
20110627_4,47,2,echinocyte,1416.0,29.403,0.6403,191914.0,3985.0577,2112.0247
20110627_4,47,2,echinocyte,1505.0,31.251,0.7611,217719.0,4520.8937,2396.0102
20110627_4,47,2,echinocyte,1294.0,26.87,0.4161,198299.0,4117.6411,2182.292
20110627_4,47,2,echinocyte,1573.0,32.663,0.4994,225811.0,4688.9225,2485.0631
20110627_4,47,2,echinocyte,793.0,16.466,0.5362,110589.0,2296.3596,1217.0383
20110627_4,47,2,echinocyte,1590.0,33.016,0.7365,232750.0,4833.0095,2561.4272
20110627_4,47,2,echinocyte,1171.0,24.316,0.4304,161005.0,3343.2382,1771.8693
20110627_4,47,2,echinocyte,1519.0,31.542,0.8,252611.0,5245.4194,2779.9986
20110627_4,47,2,echinocyte,1816.0,37.709,0.477,219766.0,4563.3992,2418.5375
20110627_4,47,2,echinocyte,1196.0,24.835,0.6987,176956.0,3674.4577,1947.411
20110627_4,47,2,echinocyte,1636.0,33.971,0.8102,228360.0,4741.852,2513.115
20110627_4,47,3,spherocyte,1253.0,26.018,0.7448,169139.0,3512.1392,1861.3845
20110627_4,47,3,spherocyte,1033.0,21.45,0.8003,153600.0,3189.4748,1690.3769
20110627_4,47,3,spherocyte,2708.0,56.231,0.6681,288518.0,5991.0215,3175.1573
20110627_4,47,3,spherocyte,1463.0,30.379,0.8714,184227.0,3825.4387,2027.4288
20110627_4,47,3,spherocyte,3049.0,63.312,0.7684,281863.0,5852.8316,3101.9186
20110627_4,47,3,spherocyte,1625.0,33.743,0.8217,215376.0,4472.2417,2370.2253
20110627_4,47,3,spherocyte,1505.0,31.251,0.7715,168510.0,3499.0781,1854.4623
20110627_4,47,3,spherocyte,1678.0,34.843,0.8325,207872.0,4316.4226,2287.6434
20110627_4,47,3,spherocyte,749.0,15.553,0.6023,86838.0,1803.1746,955.6572
20110627_4,47,3,spherocyte,5496.0,114.123,0.4221,584622.0,12139.5648,6433.7989
20110627_4,47,3,spherocyte,1712.0,35.549,0.8048,200688.0,4167.2482,2208.583
20110627_4,47,3,spherocyte,1729.0,35.902,0.8242,229603.0,4767.6627,2526.7943
20110627_4,47,3,spherocyte,1469.0,30.504,0.7905,175981.0,3654.212,1936.6811
20110627_4,47,3,spherocyte,2727.0,56.626,0.3988,353127.0,7332.6151,3886.183
20110627_4,47,3,spherocyte,3031.0,62.938,0.7717,286817.0,5955.7005,3156.4377
20110627_4,47,3,spherocyte,1511.0,31.376,0.8364,223547.0,4641.911,2460.1476
20110627_4,47,3,spherocyte,1768.0,36.712,0.8514,237306.0,4927.614,2611.5662
20110627_4,47,4,stomatocyte,1556.0,32.31,0.6452,219053.0,4548.5939,2410.6909
20110627_5,47,1,discocyte,1872.0,38.872,0.6783,127883.0,2655.4662,1407.3598
20110627_5,47,1,discocyte,3022.0,62.751,0.7728,223289.0,4636.5537,2457.3083
20110627_5,47,1,discocyte,1808.0,37.543,0.7892,124847.0,2592.4242,1373.9484
20110627_5,47,1,discocyte,1793.0,37.231,0.6869,129270.0,2684.267,1422.6238
20110627_5,47,1,discocyte,2731.0,56.709,0.5745,196264.0,4075.3847,2159.8967
20110627_5,47,1,discocyte,3628.0,75.335,0.7348,243352.0,5053.158,2678.1028
20110627_5,47,1,discocyte,7729.0,160.491,0.4089,524463.0,10890.3745,5771.7456
